厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
58,2021,8,上汽通用别克,58,814,英朗,14056,1,20230112
69,2021,8,一汽-大众奥迪,69,10,奥迪A6L,13461,1,20230112
230,2021,8,长城汽车,230,776,哈弗H6,25616,1,20230112
75,2021,8,广汽本田,75,86,雅阁,12544,1,20230112
135,2021,8,东风本田,135,2045,XR-V,11669,1,20230112
164,2021,8,北京奔驰,164,357,奔驰E级,7084,1,20230112
101,2021,8,北京现代,101,25,伊兰特,10564,1,20230112
206,2021,8,广汽乘用车,206,4227,影豹,5771,1,20230112
74,2021,8,奇瑞,74,3074,瑞虎8,6282,1,20230112
182,2021,8,上汽集团,182,3248,荣威i5,7394,1,20230112
7,2021,8,红旗,7,3442,红旗HS5,13188,2,20230112
24,2021,8,雷克萨斯,24,425,雷克萨斯ES,9017,2,20230112
157,2021,8,上汽通用凯迪拉克,157,3594,CT5,5843,2,20230112
296,2021,8,领克,296,2863,领克03,5445,2,20230112
153,2021,8,上海通用雪佛兰,153,3322,科鲁泽,7173,2,20230112
144,2021,8,长安福特,144,1695,福睿斯,3644,2,20230112
223,2021,8,长安汽车,223,4060,长安欧尚X5,9437,2,20230112
406,2021,8,上汽通用五菱,406,3715,宝骏RS-3,2993,2,20230112
189,2021,8,长安马自达,189,1847,昂克赛拉,6141,2,20230112
340,2021,8,长城汽车,340,3346,欧拉黑猫,8458,2,20230112
8,2021,8,奔驰（进口）,8,2180,奔驰GLE级,3328,2,20230112
354,2021,8,一汽-大众捷达,354,3386,捷达VS5,6205,2,20230112
244,2021,8,沃尔沃亚太,244,2079,沃尔沃XC60,5110,2,20230112
1,2021,8,宝马（进口）,1,411,宝马X5（进口）,4380,2,20230112
318,2021,8,埃安,318,3297,AION S,6055,2,20230112
54,2021,8,起亚,54,859,智跑,2713,2,20230112
327,2021,8,奇瑞汽车,327,4218,捷途X70 PLUS,6571,2,20230112
184,2021,8,上汽名爵,184,981,名爵5,6034,2,20230112
61,2021,8,东风风行,61,4258,风行T5 EVO,3185,2,20230112
344,2021,8,理想汽车,344,3274,理想ONE,9394,2,20230112
194,2021,8,东风风神,194,3429,奕炫,3535,3,20230112
183,2021,8,上汽大众斯柯达,183,3072,柯米克,1708,3,20230112
358,2021,8,奇瑞新能源,358,2645,小蚂蚁,6594,3,20230112
231,2021,8,北京汽车,231,3641,北京EU5,3942,3,20230112
385,2021,8,长安林肯,385,3591,冒险家,4209,3,20230112
320,2021,8,小鹏汽车,320,3418,小鹏汽车P7,5999,3,20230112
2,2021,8,奥迪（进口）,2,553,奥迪A5,1903,3,20230112
68,2021,8,保时捷,68,917,Macan,2729,3,20230112
292,2021,8,蔚来汽车,292,3338,蔚来ES6,2706,3,20230112
458,2021,8,江汽集团,458,4263,花仙子,2884,3,20230112
338,2021,8,合众汽车,338,4130,哪吒V ,4465,3,20230112
279,2021,8,东风小康,279,4208,风光500,1754,3,20230112
177,2021,8,一汽奔腾,177,429,奔腾B70,1848,3,20230112
207,2021,8,东风日产启辰,207,3824,启辰星,1868,3,20230112
226,2021,8,广汽三菱,226,2624,欧蓝德,4382,3,20230112
475,2021,8,长城汽车,475,4119,坦克300,5083,3,20230112
302,2021,8,长城汽车,302,4289,摩卡,1842,3,20230112
335,2021,8,零跑汽车,335,3892,零跑T03,4666,3,20230112
65,2021,8,路虎（进口）,65,214,路虎发现,786,3,20230112
300,2021,8,威马,300,2976,威马EX5,2581,3,20230112
219,2021,8,上汽大通MAXUS,219,3317,上汽MAXUS G50,1643,4,20230112
270,2021,8,奇瑞捷豹路虎,270,3909,发现运动版,1750,4,20230112
388,2021,8,特斯拉中国,388,4281,Model Y,1529,4,20230112
211,2021,8,北京越野,211,905,北京BJ40,2359,4,20230112
308,2021,8,长安凯程,308,3524,睿行M60,1169,4,20230112
93,2021,8,MINI,93,403,MINI,1729,4,20230112
253,2021,8,江铃福特,253,4283,领裕,1395,4,20230112
134,2021,8,东风标致,134,721,标致408,1074,4,20230112
286,2021,8,华晨鑫源,286,1785,金杯小海狮X30,2303,4,20230112
22,2021,8,丰田（进口）,22,862,埃尔法,2025,4,20230112
357,2021,8,星途,357,3532,星途追风,849,4,20230112
530,2021,8,瑞风汽车,530,1994,瑞风M3,1620,4,20230112
202,2021,8,AMG,202,2158,AMG GLE,439,4,20230112
35,2021,8,沃尔沃（进口）,35,238,沃尔沃XC90,1295,4,20230112
285,2021,8,奇瑞捷豹,285,2953,捷豹XEL,1275,4,20230112
276,2021,8,广汽菲亚特克莱斯勒,276,2706,指南者,748,4,20230112
204,2021,8,福建奔驰,204,2597,奔驰V级,894,4,20230112
264,2021,8,凯翼,264,3899,炫界,1167,4,20230112
373,2021,8,几何汽车,373,3362,几何A,795,4,20230112
259,2021,8,北汽新能源,259,3411,北汽新能源EC5,874,4,20230112
44,2021,8,斯巴鲁,44,229,森林人,953,5,20230112
200,2021,8,东风小康,200,804,小康K01,516,5,20230112
461,2021,8,上汽集团,461,4104,飞凡ER6,693,5,20230112
57,2021,8,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,549,5,20230112
376,2021,8,雷丁,376,4324,雷丁芒果,1075,5,20230112
434,2021,8,睿蓝汽车,434,4154,枫叶80v,957,5,20230112
269,2021,8,东风英菲尼迪,269,2149,英菲尼迪QX50,681,5,20230112
91,2021,8,Jeep,91,502,牧马人,374,5,20230112
4,2021,8,大众（进口）,4,356,途锐,894,5,20230112
399,2021,8,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,902,5,20230112
311,2021,8,北汽新能源,311,4046,ARCFOX极狐αT,665,5,20230112
395,2021,8,东风本田,395,4183,东风本田M-NV,630,5,20230112
143,2021,8,长安铃木,143,1983,启悦,777,5,20230112
439,2021,8,吉麦新能源,439,4040,凌宝BOX,656,5,20230112
337,2021,8,金康赛力斯,337,3202,赛力斯SF5,642,5,20230112
36,2021,8,林肯,36,257,林肯领航员,280,5,20230112
59,2021,8,玛莎拉蒂,59,1182,Levante,397,5,20230112
90,2021,8,江淮汽车,90,3306,瑞风S4,133,5,20230112
398,2021,8,中国重汽VGV,398,3802,VGV U70,396,5,20230112
53,2021,8,东南,53,3581,东南DX5,271,5,20230112
381,2021,8,华人运通,381,3608,高合HiPhi X,469,6,20230112
290,2021,8,SWM斯威汽车,290,2605,SWM斯威X7,179,6,20230112
64,2021,8,宾利,64,1393,飞驰,165,6,20230112
225,2021,8,腾势,225,3628,腾势X PHEV,439,6,20230112
283,2021,8,广汽讴歌,283,2541,讴歌CDX,209,6,20230112
450,2021,8,岚图汽车,450,4236,岚图FREE,408,6,20230112
70,2021,8,捷豹,70,1798,捷豹F-PACE,346,6,20230112
88,2021,8,一汽海马,88,3142,海马7X,377,6,20230112
347,2021,8,神龙汽车,347,3292,富康ES500,182,6,20230112
203,2021,8,野马汽车,203,3382,博骏,208,6,20230112
331,2021,8,广汽丰田,331,3580,广汽丰田iA5,260,6,20230112
295,2021,8,江铃集团新能源,295,3358,易至EV3,234,6,20230112
214,2021,8,海马汽车,214,3091,海马8S,152,6,20230112
235,2021,8,宝马M,235,693,宝马X5 M,52,6,20230112
329,2021,8,江淮大众,329,3129,思皓E20X,186,6,20230112
274,2021,8,宝沃,274,2463,宝沃BX5,114,6,20230112
355,2021,8,广汽本田,355,4246,绎乐,175,6,20230112
41,2021,8,劳斯莱斯,41,2447,库里南,75,6,20230112
110,2021,8,北汽制造,110,27,战旗,102,6,20230112
234,2021,8,Audi Sport,234,1453,奥迪RS 5,76,6,20230112
326,2021,8,爱驰,326,3101,爱驰U5,134,7,20230112
467,2021,8,御捷新能源,467,4294,朋克美美,112,7,20230112
303,2021,8,云度,303,2849,云度π1,100,7,20230112
307,2021,8,长安跨越,307,2871,长安V3,130,7,20230112
25,2021,8,福特（进口）,25,657,Mustang,125,7,20230112
278,2021,8,东风汽车,278,3222,俊风E11K,89,7,20230112
367,2021,8,国机智骏,367,3467,国机智骏GC1,102,7,20230112
42,2021,8,阿尔法-罗密欧,42,2654,Giulia,78,7,20230112
325,2021,8,Polestar,325,3363,Polestar 2,118,7,20230112
227,2021,8,观致,227,4039,观致7,115,7,20230112
447,2021,8,创维汽车,447,4440,创维汽车ET5,115,7,20230112
348,2021,8,天际汽车,348,3302,天际ME7,107,7,20230112
186,2021,8,福田汽车,186,3537,风景G5,87,7,20230112
45,2021,8,现代（进口）,45,3560,帕里斯帝,83,7,20230112
193,2021,8,开瑞汽车,193,2669,开瑞K60,67,7,20230112
210,2021,8,广汽本田,210,3240,广汽本田VE-1,77,7,20230112
29,2021,8,阿斯顿·马丁,29,3559,DBX,50,7,20230112
97,2021,8,英菲尼迪(进口),97,1787,QX60（进口）,62,7,20230112
384,2021,8,合创,384,3822,合创007,60,7,20230112
262,2021,8,江西五十铃,262,2119,五十铃mu-X牧游侠,53,7,20230112
432,2021,8,大运汽车,432,4012,悦虎,26,8,20230112
66,2021,8,兰博基尼,66,1385,Urus,30,8,20230112
37,2021,8,法拉利,37,3373,法拉利F8,20,8,20230112
342,2021,8,大乘汽车,342,3236,大乘G60s,40,8,20230112
289,2021,8,驭胜,289,865,驭胜S350,41,8,20230112
277,2021,8,东风雷诺,277,3432,雷诺e诺,25,8,20230112
185,2021,8,一汽吉林,185,3912,森雅R8,29,8,20230112
217,2021,8,DS汽车,217,3061,DS 7,14,8,20230112
50,2021,8,北汽昌河,50,2945,北汽昌河A6,13,8,20230112
480,2021,8,华晨新日 ,480,4487,华晨新日i03,23,8,20230112
9,2021,8,克莱斯勒（进口）,9,3082,大捷龙混动,20,8,20230112
229,2021,8,迈凯伦,229,3572,迈凯伦GT,19,8,20230112
280,2021,8,汉腾汽车,280,2693,汉腾X5,10,8,20230112
232,2021,8,特斯拉,232,1862,特斯拉Model X,9,8,20230112
246,2021,8,福汽新龙马,246,2303,启腾EX80,13,8,20230112
163,2021,8,昌河铃木,163,1656,北斗星X5,7,8,20230112
459,2021,8,摩登汽车,459,4211,Modern in,9,8,20230112
82,2021,8,华晨雷诺,82,2762,金杯F50,8,8,20230112
87,2021,8,陆风汽车,87,3398,陆风荣曜,8,8,20230112
478,2021,8,恒润汽车,478,4462,恒润HRS1,7,8,20230112
169,2021,8,众泰,169,3497,众泰TS5,5,9,20230112
20,2021,8,三菱（进口）,20,509,帕杰罗（进口）,4,9,20230112
80,2021,8,猎豹汽车,80,3168,猎豹Mattu,2,9,20230112
63,2021,8,日产（进口）,63,277,途乐,3,9,20230112
328,2021,8,新特汽车,328,3110,SITECH DEV 1,2,9,20230112
437,2021,8,开沃汽车,437,4035,开沃D07,2,9,20230112
390,2021,8,汉龙汽车,390,3664,旷世,2,9,20230112
315,2021,8,领途汽车,315,2973,领途E行,1,9,20230112
79,2021,8,中华,79,2755,中华V7,1,9,20230112
316,2021,8,国金汽车,316,2977,国金GM3,1,9,20230112
154,2021,8,路特斯,154,1158,路特斯Evora,1,9,20230112
40,2021,9,上汽大众,40,549,朗逸,36524,1,20230112
198,2021,9,吉利汽车,198,2017,吉利帝豪,14807,1,20230112
94,2021,9,东风日产,94,428,轩逸,41785,1,20230112
127,2021,9,上汽通用五菱,127,4030,宏光MINIEV,38003,1,20230112
89,2021,9,比亚迪,89,4261,秦PLUS DM-i,10680,1,20230112
55,2021,9,长安,55,946,逸动,12851,1,20230112
75,2021,9,广汽本田,75,86,雅阁,16320,1,20230112
135,2021,9,东风本田,135,2045,XR-V,17122,1,20230112
30,2021,9,一汽-大众,30,573,宝来,15621,1,20230112
58,2021,9,上汽通用别克,58,814,英朗,16846,1,20230112
230,2021,9,长城汽车,230,776,哈弗H6,28171,1,20230112
388,2021,9,特斯拉中国,388,4281,Model Y,33029,1,20230112
76,2021,9,一汽丰田,76,492,卡罗拉,13830,1,20230112
175,2021,9,广汽丰田,175,1972,雷凌,12386,1,20230112
120,2021,9,华晨宝马,120,168,宝马5系,12422,1,20230112
182,2021,9,上汽集团,182,3248,荣威i5,8513,1,20230112
69,2021,9,一汽-大众奥迪,69,9,奥迪A4L,6332,1,20230112
101,2021,9,北京现代,101,25,伊兰特,11373,1,20230112
164,2021,9,北京奔驰,164,357,奔驰E级,7428,1,20230112
74,2021,9,奇瑞,74,3074,瑞虎8,6120,1,20230112
7,2021,9,红旗,7,3442,红旗HS5,11916,2,20230112
206,2021,9,广汽乘用车,206,2380,传祺M8,5187,2,20230112
157,2021,9,上汽通用凯迪拉克,157,3594,CT5,6536,2,20230112
144,2021,9,长安福特,144,1695,福睿斯,4227,2,20230112
223,2021,9,长安汽车,223,4060,长安欧尚X5,12745,2,20230112
189,2021,9,长安马自达,189,1847,昂克赛拉,8969,2,20230112
354,2021,9,一汽-大众捷达,354,3386,捷达VS5,8470,2,20230112
153,2021,9,上海通用雪佛兰,153,3322,科鲁泽,6987,2,20230112
296,2021,9,领克,296,2863,领克03,5239,2,20230112
24,2021,9,雷克萨斯,24,425,雷克萨斯ES,5684,2,20230112
1,2021,9,宝马（进口）,1,411,宝马X5（进口）,5031,2,20230112
184,2021,9,上汽名爵,184,981,名爵5,7459,2,20230112
318,2021,9,埃安,318,3297,AION S,6670,2,20230112
54,2021,9,起亚,54,859,智跑,3087,2,20230112
8,2021,9,奔驰（进口）,8,2180,奔驰GLE级,4081,2,20230112
61,2021,9,东风风行,61,4258,风行T5 EVO,3931,2,20230112
340,2021,9,长城汽车,340,3346,欧拉黑猫,4965,2,20230112
194,2021,9,东风风神,194,2935,风神E70,4697,2,20230112
327,2021,9,奇瑞汽车,327,4218,捷途X70 PLUS,6707,2,20230112
406,2021,9,上汽通用五菱,406,3715,宝骏RS-3,2256,2,20230112
292,2021,9,蔚来汽车,292,3338,蔚来ES6,5102,3,20230112
320,2021,9,小鹏汽车,320,3418,小鹏汽车P7,7498,3,20230112
231,2021,9,北京汽车,231,3641,北京EU5,5454,3,20230112
244,2021,9,沃尔沃亚太,244,2079,沃尔沃XC60,4744,3,20230112
183,2021,9,上汽大众斯柯达,183,457,明锐,2047,3,20230112
385,2021,9,长安林肯,385,3591,冒险家,5041,3,20230112
358,2021,9,奇瑞新能源,358,2645,小蚂蚁,7831,3,20230112
68,2021,9,保时捷,68,917,Macan,3252,3,20230112
458,2021,9,江汽集团,458,4263,花仙子,3562,3,20230112
344,2021,9,理想汽车,344,3274,理想ONE,7329,3,20230112
2,2021,9,奥迪（进口）,2,389,奥迪Q7,1708,3,20230112
338,2021,9,合众汽车,338,4130,哪吒V ,4713,3,20230112
279,2021,9,东风小康,279,4208,风光500,2093,3,20230112
177,2021,9,一汽奔腾,177,429,奔腾B70,1846,3,20230112
475,2021,9,长城汽车,475,4119,坦克300,6069,3,20230112
207,2021,9,东风日产启辰,207,2888,启辰D60,2036,3,20230112
226,2021,9,广汽三菱,226,2624,欧蓝德,4965,3,20230112
219,2021,9,上汽大通MAXUS,219,3317,上汽MAXUS G50,2169,3,20230112
302,2021,9,长城汽车,302,4289,摩卡,1856,3,20230112
270,2021,9,奇瑞捷豹路虎,270,3909,发现运动版,2147,3,20230112
335,2021,9,零跑汽车,335,3892,零跑T03,3595,4,20230112
65,2021,9,路虎（进口）,65,213,卫士,1059,4,20230112
308,2021,9,长安凯程,308,3524,睿行M60,1373,4,20230112
253,2021,9,江铃福特,253,4283,领裕,1774,4,20230112
211,2021,9,北京越野,211,905,北京BJ40,2932,4,20230112
134,2021,9,东风标致,134,721,标致408,1266,4,20230112
300,2021,9,威马,300,2976,威马EX5,2007,4,20230112
357,2021,9,星途,357,4219,星途凌云,1027,4,20230112
373,2021,9,几何汽车,373,3362,几何A,2131,4,20230112
93,2021,9,MINI,93,403,MINI,1718,4,20230112
286,2021,9,华晨鑫源,286,1785,金杯小海狮X30,2218,4,20230112
530,2021,9,瑞风汽车,530,1994,瑞风M3,1811,4,20230112
204,2021,9,福建奔驰,204,2597,奔驰V级,1216,4,20230112
35,2021,9,沃尔沃（进口）,35,238,沃尔沃XC90,1591,4,20230112
285,2021,9,奇瑞捷豹,285,2953,捷豹XEL,1417,4,20230112
202,2021,9,AMG,202,2158,AMG GLE,445,4,20230112
276,2021,9,广汽菲亚特克莱斯勒,276,2706,指南者,943,4,20230112
259,2021,9,北汽新能源,259,3411,北汽新能源EC5,1247,4,20230112
376,2021,9,雷丁,376,4324,雷丁芒果,1816,4,20230112
264,2021,9,凯翼,264,3899,炫界,1354,4,20230112
461,2021,9,上汽集团,461,4104,飞凡ER6,1310,5,20230112
22,2021,9,丰田（进口）,22,862,埃尔法,1262,5,20230112
57,2021,9,东风雪铁龙,57,2818,天逸 C5 AIRCROSS,732,5,20230112
44,2021,9,斯巴鲁,44,229,森林人,991,5,20230112
200,2021,9,东风小康,200,804,小康K01,561,5,20230112
91,2021,9,Jeep,91,502,牧马人,489,5,20230112
337,2021,9,金康赛力斯,337,3202,赛力斯SF5,1117,5,20230112
269,2021,9,东风英菲尼迪,269,2149,英菲尼迪QX50,741,5,20230112
439,2021,9,吉麦新能源,439,4040,凌宝BOX,887,5,20230112
450,2021,9,岚图汽车,450,4236,岚图FREE,946,5,20230112
347,2021,9,神龙汽车,347,3292,富康ES500,668,5,20230112
4,2021,9,大众（进口）,4,356,途锐,743,5,20230112
399,2021,9,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,769,5,20230112
59,2021,9,玛莎拉蒂,59,1182,Levante,472,5,20230112
143,2021,9,长安铃木,143,1983,启悦,725,5,20230112
398,2021,9,中国重汽VGV,398,3802,VGV U70,461,5,20230112
434,2021,9,睿蓝汽车,434,4154,枫叶80v,583,5,20230112
381,2021,9,华人运通,381,3608,高合HiPhi X,641,5,20230112
36,2021,9,林肯,36,257,林肯领航员,350,5,20230112
70,2021,9,捷豹,70,1798,捷豹F-PACE,542,5,20230112
311,2021,9,北汽新能源,311,4129,ARCFOX αS,303,6,20230112
395,2021,9,东风本田,395,4183,东风本田M-NV,324,6,20230112
290,2021,9,SWM斯威汽车,290,2605,SWM斯威X7,239,6,20230112
90,2021,9,江淮汽车,90,3092,江淮iEVA50,113,6,20230112
283,2021,9,广汽讴歌,283,2541,讴歌CDX,247,6,20230112
225,2021,9,腾势,225,3628,腾势X PHEV,457,6,20230112
53,2021,9,东南,53,3581,东南DX5,236,6,20230112
203,2021,9,野马汽车,203,3382,博骏,263,6,20230112
467,2021,9,御捷新能源,467,4351,朋克多多,226,6,20230112
88,2021,9,一汽海马,88,3142,海马7X,345,6,20230112
64,2021,9,宾利,64,1393,飞驰,142,6,20230112
295,2021,9,江铃集团新能源,295,3358,易至EV3,295,6,20230112
274,2021,9,宝沃,274,2301,宝沃BX7,121,6,20230112
235,2021,9,宝马M,235,693,宝马X5 M,68,6,20230112
329,2021,9,江淮大众,329,3129,思皓E20X,230,6,20230112
447,2021,9,创维汽车,447,4440,创维汽车ET5,227,6,20230112
355,2021,9,广汽本田,355,4246,绎乐,221,6,20230112
331,2021,9,广汽丰田,331,3580,广汽丰田iA5,200,6,20230112
110,2021,9,北汽制造,110,27,战旗,136,6,20230112
214,2021,9,海马汽车,214,3091,海马8S,123,6,20230112
41,2021,9,劳斯莱斯,41,705,古思特,66,7,20230112
325,2021,9,Polestar,325,3363,Polestar 2,161,7,20230112
326,2021,9,爱驰,326,3101,爱驰U5,158,7,20230112
25,2021,9,福特（进口）,25,657,Mustang,151,7,20230112
227,2021,9,观致,227,4039,观致7,139,7,20230112
42,2021,9,阿尔法-罗密欧,42,2654,Giulia,93,7,20230112
432,2021,9,大运汽车,432,4080,远志M1,92,7,20230112
367,2021,9,国机智骏,367,3467,国机智骏GC1,74,7,20230112
97,2021,9,英菲尼迪(进口),97,1787,QX60（进口）,115,7,20230112
459,2021,9,摩登汽车,459,4211,Modern in,111,7,20230112
234,2021,9,Audi Sport,234,1398,奥迪RS 4,37,7,20230112
307,2021,9,长安跨越,307,2871,长安V3,97,7,20230112
303,2021,9,云度,303,2849,云度π1,78,7,20230112
210,2021,9,广汽本田,210,3240,广汽本田VE-1,91,7,20230112
45,2021,9,现代（进口）,45,3560,帕里斯帝,87,7,20230112
29,2021,9,阿斯顿·马丁,29,3559,DBX,59,7,20230112
186,2021,9,福田汽车,186,3537,风景G5,86,7,20230112
262,2021,9,江西五十铃,262,2119,五十铃mu-X牧游侠,84,7,20230112
348,2021,9,天际汽车,348,3302,天际ME7,54,7,20230112
480,2021,9,华晨新日 ,480,4487,华晨新日i03,67,7,20230112
193,2021,9,开瑞汽车,193,2669,开瑞K60,52,8,20230112
289,2021,9,驭胜,289,865,驭胜S350,63,8,20230112
66,2021,9,兰博基尼,66,1385,Urus,35,8,20230112
217,2021,9,DS汽车,217,3720,DS 9,25,8,20230112
37,2021,9,法拉利,37,3373,法拉利F8,29,8,20230112
50,2021,9,北汽昌河,50,2077,昌河M50,24,8,20230112
384,2021,9,合创,384,3822,合创007,29,8,20230112
169,2021,9,众泰,169,3497,众泰TS5,26,8,20230112
185,2021,9,一汽吉林,185,3912,森雅R8,25,8,20230112
383,2021,9,捷尼赛思,383,3621,捷尼赛思GV80,22,8,20230112
278,2021,9,东风汽车,278,3862,俊风EV30,17,8,20230112
229,2021,9,迈凯伦,229,3572,迈凯伦GT,14,8,20230112
163,2021,9,昌河铃木,163,2886,北斗星X5E,8,8,20230112
232,2021,9,特斯拉,232,1709,特斯拉Model S,7,8,20230112
87,2021,9,陆风汽车,87,3398,陆风荣曜,11,8,20230112
280,2021,9,汉腾汽车,280,2506,汉腾X7,5,8,20230112
478,2021,9,恒润汽车,478,4462,恒润HRS1,9,8,20230112
82,2021,9,华晨雷诺,82,2762,金杯F50,7,8,20230112
246,2021,9,福汽新龙马,246,2303,启腾EX80,7,8,20230112
277,2021,9,东风雷诺,277,2534,科雷傲,3,8,20230112
9,2021,9,克莱斯勒（进口）,9,3082,大捷龙混动,4,9,20230112
342,2021,9,大乘汽车,342,3236,大乘G60s,3,9,20230112
328,2021,9,新特汽车,328,3110,SITECH DEV 1,4,9,20230112
20,2021,9,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
437,2021,9,开沃汽车,437,4035,开沃D07,2,9,20230112
63,2021,9,日产（进口）,63,277,途乐,2,9,20230112
387,2021,9,敏安汽车,387,3646,敏安MX-6,2,9,20230112
372,2021,9,银隆新能源,372,3517,银隆艾菲,2,9,20230112
390,2021,9,汉龙汽车,390,3664,旷世,2,9,20230112
154,2021,9,路特斯,154,1158,路特斯Evora,1,9,20230112
369,2021,9,北汽新能源,369,2928,LITE,1,9,20230112
313,2021,9,东风悦达起亚,313,2936,华骐300E,1,9,20230112
408,2021,9,野马新能源,408,3293,野马EC60,1,9,20230112
80,2021,9,猎豹汽车,80,2978,猎豹CS9 EV,1,9,20230112
40,2021,10,上汽大众,40,549,朗逸,31848,1,20230112
127,2021,10,上汽通用五菱,127,4030,宏光MINIEV,47769,1,20230112
198,2021,10,吉利汽车,198,2017,吉利帝豪,14162,1,20230112
94,2021,10,东风日产,94,428,轩逸,40730,1,20230112
89,2021,10,比亚迪,89,4261,秦PLUS DM-i,12145,1,20230112
75,2021,10,广汽本田,75,86,雅阁,17141,1,20230112
76,2021,10,一汽丰田,76,492,卡罗拉,20801,1,20230112
55,2021,10,长安,55,3392,长安CS75 PLUS,13004,1,20230112
30,2021,10,一汽-大众,30,410,速腾,17261,1,20230112
58,2021,10,上汽通用别克,58,814,英朗,26576,1,20230112
175,2021,10,广汽丰田,175,406,凯美瑞,23288,1,20230112
135,2021,10,东风本田,135,2045,XR-V,15329,1,20230112
230,2021,10,长城汽车,230,776,哈弗H6,30354,1,20230112
120,2021,10,华晨宝马,120,168,宝马5系,11445,1,20230112
164,2021,10,北京奔驰,164,357,奔驰E级,12541,1,20230112
182,2021,10,上汽集团,182,3248,荣威i5,8621,1,20230112
69,2021,10,一汽-大众奥迪,69,9,奥迪A4L,7722,1,20230112
74,2021,10,奇瑞,74,2916,瑞虎5x,5469,1,20230112
101,2021,10,北京现代,101,25,伊兰特,10767,1,20230112
7,2021,10,红旗,7,3442,红旗HS5,8774,1,20230112
206,2021,10,广汽乘用车,206,2380,传祺M8,5182,2,20230112
144,2021,10,长安福特,144,1695,福睿斯,4663,2,20230112
223,2021,10,长安汽车,223,4060,长安欧尚X5,12151,2,20230112
354,2021,10,一汽-大众捷达,354,3386,捷达VS5,8959,2,20230112
157,2021,10,上汽通用凯迪拉克,157,3594,CT5,5325,2,20230112
194,2021,10,东风风神,194,2935,风神E70,5887,2,20230112
153,2021,10,上海通用雪佛兰,153,3322,科鲁泽,7770,2,20230112
189,2021,10,长安马自达,189,1847,昂克赛拉,8669,2,20230112
184,2021,10,上汽名爵,184,981,名爵5,7916,2,20230112
296,2021,10,领克,296,2863,领克03,4735,2,20230112
388,2021,10,特斯拉中国,388,4281,Model Y,13408,2,20230112
54,2021,10,起亚,54,859,智跑,3188,2,20230112
1,2021,10,宝马（进口）,1,411,宝马X5（进口）,4324,2,20230112
318,2021,10,埃安,318,3297,AION S,6952,2,20230112
61,2021,10,东风风行,61,4258,风行T5 EVO,4051,2,20230112
327,2021,10,奇瑞汽车,327,4218,捷途X70 PLUS,5588,2,20230112
358,2021,10,奇瑞新能源,358,2645,小蚂蚁,10027,2,20230112
340,2021,10,长城汽车,340,4122,欧拉好猫,4477,2,20230112
320,2021,10,小鹏汽车,320,3418,小鹏汽车P7,6113,2,20230112
8,2021,10,奔驰（进口）,8,2180,奔驰GLE级,2559,2,20230112
183,2021,10,上汽大众斯柯达,183,3072,柯米克,2455,3,20230112
458,2021,10,江汽集团,458,4263,花仙子,5160,3,20230112
244,2021,10,沃尔沃亚太,244,2079,沃尔沃XC60,3714,3,20230112
24,2021,10,雷克萨斯,24,425,雷克萨斯ES,3334,3,20230112
406,2021,10,上汽通用五菱,406,3715,宝骏RS-3,2132,3,20230112
231,2021,10,北京汽车,231,3641,北京EU5,4032,3,20230112
475,2021,10,长城汽车,475,4119,坦克300,8389,3,20230112
385,2021,10,长安林肯,385,3591,冒险家,4642,3,20230112
344,2021,10,理想汽车,344,3274,理想ONE,7700,3,20230112
338,2021,10,合众汽车,338,4130,哪吒V ,5267,3,20230112
207,2021,10,东风日产启辰,207,4452,启辰大V,2341,3,20230112
279,2021,10,东风小康,279,4208,风光500,2173,3,20230112
226,2021,10,广汽三菱,226,2624,欧蓝德,4975,3,20230112
177,2021,10,一汽奔腾,177,429,奔腾B70,1503,3,20230112
2,2021,10,奥迪（进口）,2,389,奥迪Q7,1161,3,20230112
68,2021,10,保时捷,68,917,Macan,1494,3,20230112
292,2021,10,蔚来汽车,292,3338,蔚来ES6,2564,3,20230112
335,2021,10,零跑汽车,335,3892,零跑T03,3447,3,20230112
308,2021,10,长安凯程,308,3524,睿行M60,1213,3,20230112
134,2021,10,东风标致,134,721,标致408,1164,3,20230112
300,2021,10,威马,300,2976,威马EX5,1718,4,20230112
253,2021,10,江铃福特,253,4283,领裕,1554,4,20230112
357,2021,10,星途,357,4219,星途凌云,1276,4,20230112
219,2021,10,上汽大通MAXUS,219,3317,上汽MAXUS G50,1762,4,20230112
270,2021,10,奇瑞捷豹路虎,270,3909,发现运动版,1607,4,20230112
373,2021,10,几何汽车,373,3362,几何A,1687,4,20230112
376,2021,10,雷丁,376,4324,雷丁芒果,2622,4,20230112
65,2021,10,路虎（进口）,65,213,卫士,739,4,20230112
57,2021,10,东风雪铁龙,57,4395,凡尔赛C5 X,1026,4,20230112
204,2021,10,福建奔驰,204,2597,奔驰V级,1332,4,20230112
286,2021,10,华晨鑫源,286,1785,金杯小海狮X30,2153,4,20230112
211,2021,10,北京越野,211,905,北京BJ40,2084,4,20230112
35,2021,10,沃尔沃（进口）,35,238,沃尔沃XC90,1586,4,20230112
302,2021,10,长城汽车,302,4289,摩卡,1299,4,20230112
530,2021,10,瑞风汽车,530,1994,瑞风M3,1563,4,20230112
