厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
194,2022,6,东风风神,194,2935,风神E70,5621,2,20230112
344,2022,6,理想汽车,344,3274,理想ONE,13036,2,20230112
338,2022,6,合众汽车,338,4130,哪吒V ,8115,2,20230112
8,2022,6,奔驰（进口）,8,2180,奔驰GLE级,3853,2,20230112
292,2022,6,蔚来汽车,292,3338,蔚来ES6,4716,2,20230112
335,2022,6,零跑汽车,335,3407,零跑C11,5990,2,20230112
475,2022,6,长城汽车,475,4119,坦克300,8796,2,20230112
68,2022,6,保时捷,68,372,卡宴,3187,3,20230112
189,2022,6,长安马自达,189,1847,昂克赛拉,5580,3,20230112
184,2022,6,上汽名爵,184,981,名爵5,4935,3,20230112
54,2022,6,起亚,54,643,福瑞迪,2350,3,20230112
340,2022,6,长城汽车,340,4122,欧拉好猫,5491,3,20230112
1,2022,6,宝马（进口）,1,1556,宝马4系,1721,3,20230112
327,2022,6,奇瑞汽车,327,4218,捷途X70 PLUS,5383,3,20230112
61,2022,6,东风风行,61,2518,风行S50EV,2466,3,20230112
385,2022,6,长安林肯,385,3591,冒险家,3809,3,20230112
207,2022,6,东风日产启辰,207,3425,启辰D60 EV,3273,3,20230112
177,2022,6,一汽奔腾,177,4285,奔腾NAT,2511,3,20230112
373,2022,6,几何汽车,373,3362,几何A,4304,3,20230112
458,2022,6,江汽集团,458,4263,花仙子,4236,3,20230112
511,2022,6,金康赛力斯,511,4599,问界M5,5613,3,20230112
406,2022,6,上汽通用五菱,406,4482,宝骏KiWi EV,2996,3,20230112
279,2022,6,东风小康,279,4208,风光500,1194,3,20230112
231,2022,6,北京汽车,231,3641,北京EU5,2510,3,20230112
253,2022,6,江铃福特,253,4657,领睿,2502,3,20230112
183,2022,6,上汽大众斯柯达,183,457,明锐,964,3,20230112
473,2022,6,极氪,473,4373,ZEEKR 001,4053,3,20230112
2,2022,6,奥迪（进口）,2,389,奥迪Q7,1012,4,20230112
300,2022,6,威马,300,4451,威马E.5,2069,4,20230112
57,2022,6,东风雪铁龙,57,4395,凡尔赛C5 X,2343,4,20230112
93,2022,6,MINI,93,403,MINI,1986,4,20230112
270,2022,6,奇瑞捷豹路虎,270,2083,揽胜极光,1423,4,20230112
308,2022,6,长安凯程,308,3524,睿行M60,1208,4,20230112
302,2022,6,长城汽车,302,4428,拿铁DHT,1255,4,20230112
226,2022,6,广汽三菱,226,2624,欧蓝德,2506,4,20230112
65,2022,6,路虎（进口）,65,741,揽胜运动版,844,4,20230112
211,2022,6,北京越野,211,905,北京BJ40,2110,4,20230112
35,2022,6,沃尔沃（进口）,35,238,沃尔沃XC90,1985,4,20230112
204,2022,6,福建奔驰,204,828,奔驰威霆,1290,4,20230112
22,2022,6,丰田（进口）,22,862,埃尔法,1885,4,20230112
134,2022,6,东风标致,134,721,标致408,584,4,20230112
472,2022,6,东风汽车,472,4345,东风新能源EX1,2167,4,20230112
285,2022,6,奇瑞捷豹,285,2953,捷豹XEL,1229,4,20230112
434,2022,6,睿蓝汽车,434,4844,枫叶60s,1070,4,20230112
439,2022,6,吉麦新能源,439,4040,凌宝BOX,1690,4,20230112
357,2022,6,星途,357,4219,星途凌云,809,4,20230112
286,2022,6,华晨鑫源,286,1785,金杯小海狮X30,1605,4,20230112
530,2022,6,瑞风汽车,530,1994,瑞风M3,1294,5,20230112
264,2022,6,凯翼,264,4632,炫界Pro EV,784,5,20230112
202,2022,6,AMG,202,1602,AMG G,357,5,20230112
44,2022,6,斯巴鲁,44,229,森林人,781,5,20230112
219,2022,6,上汽大通MAXUS,219,3395,上汽MAXUS G20,429,5,20230112
461,2022,6,上汽集团,461,4104,飞凡ER6,1218,5,20230112
4,2022,6,大众（进口）,4,356,途锐,928,5,20230112
311,2022,6,北汽新能源,311,4129,ARCFOX αS,642,5,20230112
450,2022,6,岚图汽车,450,4236,岚图FREE,1042,5,20230112
395,2022,6,东风本田,395,4183,东风本田M-NV,1053,5,20230112
91,2022,6,Jeep,91,502,牧马人,596,5,20230112
384,2022,6,合创,384,4427,合创Z03,862,5,20230112
200,2022,6,东风小康,200,2883,小康EC36,457,5,20230112
399,2022,6,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,860,5,20230112
467,2022,6,御捷新能源,467,4351,朋克多多,625,5,20230112
347,2022,6,神龙汽车,347,4830,富康ES600,435,5,20230112
456,2022,6,上汽奥迪,456,4175,奥迪A7L,532,5,20230112
432,2022,6,大运汽车,432,4012,悦虎,462,5,20230112
143,2022,6,长安铃木,143,1983,启悦,647,5,20230112
269,2022,6,东风英菲尼迪,269,2149,英菲尼迪QX50,421,5,20230112
487,2022,6,电动屋,487,4512,YOUNG光小新,634,6,20230112
477,2022,6,福特新能源,477,4398,福特电马,599,6,20230112
404,2022,6,华晨鑫源,404,4498,鑫源X30,578,6,20230112
276,2022,6,广汽菲亚特克莱斯勒,276,2988,大指挥官,447,6,20230112
447,2022,6,创维汽车,447,4440,创维汽车ET5,554,6,20230112
381,2022,6,华人运通,381,3608,高合HiPhi X,535,6,20230112
348,2022,6,天际汽车,348,4346,天际ME5,475,6,20230112
295,2022,6,江铃集团新能源,295,3358,易至EV3,467,6,20230112
376,2022,6,雷丁,376,4324,雷丁芒果,463,6,20230112
59,2022,6,玛莎拉蒂,59,1182,Levante,293,6,20230112
474,2022,6,小虎汽车,474,4375,小虎FEV,394,6,20230112
235,2022,6,宝马M,235,1769,宝马M4,137,6,20230112
465,2022,6,雷诺 江铃集团,465,4291,羿,366,6,20230112
64,2022,6,宾利,64,1402,添越,171,6,20230112
325,2022,6,Polestar,325,3363,Polestar 2,350,6,20230112
491,2022,6,领途汽车,491,4613,百智大熊,344,6,20230112
283,2022,6,广汽讴歌,283,3149,讴歌RDX,200,6,20230112
398,2022,6,中国重汽VGV,398,3802,VGV U70,233,6,20230112
290,2022,6,SWM斯威汽车,290,2605,SWM斯威X7,138,6,20230112
278,2022,6,东风汽车,278,3222,俊风E11K,159,6,20230112
110,2022,6,北汽制造,110,1252,BJ 212,136,7,20230112
53,2022,6,东南,53,3581,东南DX5,80,7,20230112
88,2022,6,一汽海马,88,3142,海马7X,186,7,20230112
480,2022,6,华晨新日 ,480,4488,华晨新日i03A,178,7,20230112
36,2022,6,林肯,36,257,林肯领航员,167,7,20230112
41,2022,6,劳斯莱斯,41,2447,库里南,87,7,20230112
210,2022,6,广汽本田,210,3240,广汽本田VE-1,152,7,20230112
163,2022,6,昌河铃木,163,1656,北斗星X5,132,7,20230112
37,2022,6,法拉利,37,3373,法拉利F8,119,7,20230112
466,2022,6,智己汽车,466,4292,智己L7,140,7,20230112
355,2022,6,广汽本田,355,4246,绎乐,139,7,20230112
274,2022,6,宝沃,274,2301,宝沃BX7,112,7,20230112
234,2022,6,Audi Sport,234,1453,奥迪RS 5,45,7,20230112
214,2022,6,海马汽车,214,3091,海马8S,54,7,20230112
90,2022,6,江淮汽车,90,3092,江淮iEVA50,77,7,20230112
326,2022,6,爱驰,326,3101,爱驰U5,112,7,20230112
66,2022,6,兰博基尼,66,1385,Urus,69,7,20230112
331,2022,6,广汽丰田,331,3580,广汽丰田iA5,99,7,20230112
25,2022,6,福特（进口）,25,657,Mustang,90,7,20230112
42,2022,6,阿尔法-罗密欧,42,2654,Giulia,58,7,20230112
262,2022,6,江西五十铃,262,2119,五十铃mu-X牧游侠,88,8,20230112
29,2022,6,阿斯顿·马丁,29,3559,DBX,54,8,20230112
70,2022,6,捷豹,70,1798,捷豹F-PACE,62,8,20230112
203,2022,6,野马汽车,203,3382,博骏,37,8,20230112
289,2022,6,驭胜,289,865,驭胜S350,58,8,20230112
217,2022,6,DS汽车,217,3720,DS 9,40,8,20230112
339,2022,6,广汽三菱,339,4424,阿图柯,54,8,20230112
186,2022,6,福田汽车,186,3537,风景G5,49,8,20230112
478,2022,6,恒润汽车,478,4462,恒润HRS1,44,8,20230112
45,2022,6,现代（进口）,45,3560,帕里斯帝,44,8,20230112
383,2022,6,捷尼赛思,383,2746,捷尼赛思G80,24,8,20230112
193,2022,6,开瑞汽车,193,2669,开瑞K60,34,8,20230112
227,2022,6,观致,227,4039,观致7,35,8,20230112
275,2022,6,知豆,275,2278,知豆D2,25,8,20230112
246,2022,6,福汽新龙马,246,2303,启腾EX80,23,8,20230112
303,2022,6,云度,303,2848,云度π3,16,8,20230112
225,2022,6,腾势,225,3628,腾势X PHEV,16,8,20230112
337,2022,6,金康赛力斯,337,3202,赛力斯SF5,21,8,20230112
229,2022,6,迈凯伦,229,3572,迈凯伦GT,19,8,20230112
31,2022,6,马自达（进口）,31,610,马自达MX-5,17,8,20230112
259,2022,6,北汽新能源,259,2337,北汽新能源EU,14,9,20230112
97,2022,6,英菲尼迪(进口),97,1787,QX60（进口）,10,9,20230112
459,2022,6,摩登汽车,459,4211,Modern in,8,9,20230112
375,2022,6,赛麟,375,3539,迈迈,7,9,20230112
20,2022,6,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
328,2022,6,新特汽车,328,3110,SITECH DEV 1,3,9,20230112
50,2022,6,北汽昌河,50,2945,北汽昌河A6,1,9,20230112
63,2022,6,日产（进口）,63,277,途乐,2,9,20230112
280,2022,6,汉腾汽车,280,2693,汉腾X5,2,9,20230112
80,2022,6,猎豹汽车,80,2978,猎豹CS9 EV,2,9,20230112
154,2022,6,路特斯,154,1158,路特斯Evora,1,9,20230112
169,2022,6,众泰,169,2335,众泰T700,1,9,20230112
455,2022,6,速达,455,4166,速达SD01,1,9,20230112
79,2022,6,中华,79,2755,中华V7,1,9,20230112
82,2022,6,华晨雷诺,82,3286,观境,1,9,20230112
108,2022,6,道奇（进口）,108,2035,Challenger,1,9,20230112
89,2022,7,比亚迪,89,4213,宋PLUS DM-i,22723,1,20230112
40,2022,7,上汽大众,40,549,朗逸,28738,1,20230112
30,2022,7,一汽-大众,30,459,迈腾,14423,1,20230112
175,2022,7,广汽丰田,175,406,凯美瑞,18950,1,20230112
76,2022,7,一汽丰田,76,492,卡罗拉,27430,1,20230112
55,2022,7,长安,55,3392,长安CS75 PLUS,13857,1,20230112
127,2022,7,上汽通用五菱,127,4030,宏光MINIEV,37047,1,20230112
94,2022,7,东风日产,94,428,轩逸,34422,1,20230112
135,2022,7,东风本田,135,145,CR-V,22944,1,20230112
75,2022,7,广汽本田,75,86,雅阁,20103,1,20230112
58,2022,7,上汽通用别克,58,814,英朗,13836,1,20230112
198,2022,7,吉利汽车,198,4279,吉利星越L,10729,1,20230112
120,2022,7,华晨宝马,120,119,宝马3系,14451,1,20230112
69,2022,7,一汽-大众奥迪,69,9,奥迪A4L,14373,1,20230112
164,2022,7,北京奔驰,164,539,奔驰C级,15281,1,20230112
230,2022,7,长城汽车,230,776,哈弗H6,17739,1,20230112
206,2022,7,广汽乘用车,206,2380,传祺M8,5612,1,20230112
74,2022,7,奇瑞,74,4773,瑞虎8 PRO,3982,1,20230112
318,2022,7,埃安,318,4265,AION Y,11148,1,20230112
101,2022,7,北京现代,101,25,伊兰特,8764,1,20230112
7,2022,7,红旗,7,3442,红旗HS5,9862,2,20230112
182,2022,7,上汽集团,182,3248,荣威i5,5286,2,20230112
24,2022,7,雷克萨斯,24,425,雷克萨斯ES,9935,2,20230112
153,2022,7,上海通用雪佛兰,153,3322,科鲁泽,10374,2,20230112
223,2022,7,长安汽车,223,4697,长安欧尚Z6,6674,2,20230112
157,2022,7,上汽通用凯迪拉克,157,3594,CT5,6283,2,20230112
358,2022,7,奇瑞新能源,358,2645,小蚂蚁,8005,2,20230112
296,2022,7,领克,296,2863,领克03,4134,2,20230112
244,2022,7,沃尔沃亚太,244,2079,沃尔沃XC60,6434,2,20230112
194,2022,7,东风风神,194,2935,风神E70,7653,2,20230112
144,2022,7,长安福特,144,677,蒙迪欧,4331,2,20230112
354,2022,7,一汽-大众捷达,354,3386,捷达VS5,5824,2,20230112
8,2022,7,奔驰（进口）,8,2180,奔驰GLE级,4009,2,20230112
475,2022,7,长城汽车,475,4119,坦克300,10324,2,20230112
320,2022,7,小鹏汽车,320,3418,小鹏汽车P7,6486,2,20230112
338,2022,7,合众汽车,338,4130,哪吒V ,7606,2,20230112
335,2022,7,零跑汽车,335,3892,零跑T03,6097,2,20230112
344,2022,7,理想汽车,344,3274,理想ONE,10422,2,20230112
292,2022,7,蔚来汽车,292,3338,蔚来ES6,4923,2,20230112
68,2022,7,保时捷,68,372,卡宴,3280,2,20230112
373,2022,7,几何汽车,373,3362,几何A,4775,3,20230112
388,2022,7,特斯拉中国,388,4281,Model Y,8080,3,20230112
1,2022,7,宝马（进口）,1,1556,宝马4系,1488,3,20230112
189,2022,7,长安马自达,189,1847,昂克赛拉,4788,3,20230112
207,2022,7,东风日产启辰,207,3425,启辰D60 EV,4120,3,20230112
184,2022,7,上汽名爵,184,981,名爵5,4031,3,20230112
327,2022,7,奇瑞汽车,327,4218,捷途X70 PLUS,5418,3,20230112
54,2022,7,起亚,54,859,智跑,1819,3,20230112
61,2022,7,东风风行,61,2518,风行S50EV,2374,3,20230112
385,2022,7,长安林肯,385,3591,冒险家,3345,3,20230112
340,2022,7,长城汽车,340,4122,欧拉好猫,6688,3,20230112
511,2022,7,金康赛力斯,511,4599,问界M5,6218,3,20230112
177,2022,7,一汽奔腾,177,4285,奔腾NAT,2318,3,20230112
458,2022,7,江汽集团,458,4263,花仙子,3815,3,20230112
406,2022,7,上汽通用五菱,406,4482,宝骏KiWi EV,2283,3,20230112
183,2022,7,上汽大众斯柯达,183,457,明锐,919,3,20230112
279,2022,7,东风小康,279,4208,风光500,1117,3,20230112
253,2022,7,江铃福特,253,4657,领睿,2434,3,20230112
2,2022,7,奥迪（进口）,2,389,奥迪Q7,1111,3,20230112
473,2022,7,极氪,473,4373,ZEEKR 001,3792,3,20230112
300,2022,7,威马,300,4451,威马E.5,2445,4,20230112
65,2022,7,路虎（进口）,65,213,卫士,1409,4,20230112
434,2022,7,睿蓝汽车,434,4154,枫叶80v,1921,4,20230112
231,2022,7,北京汽车,231,3641,北京EU5,1524,4,20230112
308,2022,7,长安凯程,308,3524,睿行M60,1555,4,20230112
204,2022,7,福建奔驰,204,2597,奔驰V级,1503,4,20230112
270,2022,7,奇瑞捷豹路虎,270,2083,揽胜极光,1419,4,20230112
226,2022,7,广汽三菱,226,2624,欧蓝德,2483,4,20230112
472,2022,7,东风汽车,472,4345,东风新能源EX1,2613,4,20230112
57,2022,7,东风雪铁龙,57,4395,凡尔赛C5 X,1909,4,20230112
22,2022,7,丰田（进口）,22,862,埃尔法,2001,4,20230112
93,2022,7,MINI,93,403,MINI,1350,4,20230112
211,2022,7,北京越野,211,905,北京BJ40,1862,4,20230112
302,2022,7,长城汽车,302,4428,拿铁DHT,468,4,20230112
35,2022,7,沃尔沃（进口）,35,238,沃尔沃XC90,1580,4,20230112
357,2022,7,星途,357,4219,星途凌云,755,4,20230112
285,2022,7,奇瑞捷豹,285,2554,捷豹XFL,961,4,20230112
134,2022,7,东风标致,134,1417,标致4008,527,4,20230112
439,2022,7,吉麦新能源,439,4040,凌宝BOX,1332,4,20230112
202,2022,7,AMG,202,2158,AMG GLE,358,4,20230112
286,2022,7,华晨鑫源,286,1785,金杯小海狮X30,1521,5,20230112
450,2022,7,岚图汽车,450,4236,岚图FREE,888,5,20230112
219,2022,7,上汽大通MAXUS,219,3395,上汽MAXUS G20,465,5,20230112
530,2022,7,瑞风汽车,530,1994,瑞风M3,1087,5,20230112
461,2022,7,上汽集团,461,4104,飞凡ER6,1231,5,20230112
4,2022,7,大众（进口）,4,356,途锐,997,5,20230112
44,2022,7,斯巴鲁,44,229,森林人,570,5,20230112
311,2022,7,北汽新能源,311,4129,ARCFOX αS,665,5,20230112
91,2022,7,Jeep,91,502,牧马人,451,5,20230112
264,2022,7,凯翼,264,3899,炫界,615,5,20230112
395,2022,7,东风本田,395,4183,东风本田M-NV,889,5,20230112
399,2022,7,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,863,5,20230112
347,2022,7,神龙汽车,347,4830,富康ES600,531,5,20230112
404,2022,7,华晨鑫源,404,4498,鑫源X30,776,5,20230112
466,2022,7,智己汽车,466,4292,智己L7,731,5,20230112
477,2022,7,福特新能源,477,4398,福特电马,665,5,20230112
432,2022,7,大运汽车,432,4012,悦虎,543,5,20230112
348,2022,7,天际汽车,348,4346,天际ME5,598,5,20230112
200,2022,7,东风小康,200,2883,小康EC36,462,5,20230112
467,2022,7,御捷新能源,467,4351,朋克多多,506,5,20230112
456,2022,7,上汽奥迪,456,4175,奥迪A7L,315,6,20230112
447,2022,7,创维汽车,447,4440,创维汽车ET5,548,6,20230112
381,2022,7,华人运通,381,3608,高合HiPhi X,526,6,20230112
384,2022,7,合创,384,4427,合创Z03,486,6,20230112
269,2022,7,东风英菲尼迪,269,2149,英菲尼迪QX50,288,6,20230112
487,2022,7,电动屋,487,4512,YOUNG光小新,457,6,20230112
276,2022,7,广汽菲亚特克莱斯勒,276,2988,大指挥官,364,6,20230112
64,2022,7,宾利,64,1402,添越,239,6,20230112
143,2022,7,长安铃木,143,1983,启悦,417,6,20230112
235,2022,7,宝马M,235,1769,宝马M4,125,6,20230112
474,2022,7,小虎汽车,474,4375,小虎FEV,347,6,20230112
376,2022,7,雷丁,376,4324,雷丁芒果,327,6,20230112
398,2022,7,中国重汽VGV,398,3802,VGV U70,269,6,20230112
59,2022,7,玛莎拉蒂,59,1182,Levante,191,6,20230112
491,2022,7,领途汽车,491,4613,百智大熊,298,6,20230112
295,2022,7,江铃集团新能源,295,3358,易至EV3,294,6,20230112
53,2022,7,东南,53,3227,东南A5翼舞,96,6,20230112
465,2022,7,雷诺 江铃集团,465,4291,羿,242,6,20230112
278,2022,7,东风汽车,278,3862,俊风EV30,145,6,20230112
283,2022,7,广汽讴歌,283,3149,讴歌RDX,134,6,20230112
290,2022,7,SWM斯威汽车,290,2605,SWM斯威X7,96,7,20230112
36,2022,7,林肯,36,257,林肯领航员,169,7,20230112
37,2022,7,法拉利,37,3373,法拉利F8,138,7,20230112
41,2022,7,劳斯莱斯,41,2447,库里南,87,7,20230112
262,2022,7,江西五十铃,262,2119,五十铃mu-X牧游侠,143,7,20230112
480,2022,7,华晨新日 ,480,4488,华晨新日i03A,143,7,20230112
88,2022,7,一汽海马,88,3142,海马7X,132,7,20230112
90,2022,7,江淮汽车,90,3092,江淮iEVA50,101,7,20230112
326,2022,7,爱驰,326,3101,爱驰U5,112,7,20230112
331,2022,7,广汽丰田,331,3580,广汽丰田iA5,111,7,20230112
210,2022,7,广汽本田,210,3240,广汽本田VE-1,109,7,20230112
355,2022,7,广汽本田,355,4246,绎乐,103,7,20230112
70,2022,7,捷豹,70,1798,捷豹F-PACE,79,7,20230112
110,2022,7,北汽制造,110,1252,BJ 212,45,7,20230112
325,2022,7,Polestar,325,3363,Polestar 2,98,7,20230112
66,2022,7,兰博基尼,66,1385,Urus,68,7,20230112
383,2022,7,捷尼赛思,383,2746,捷尼赛思G80,59,7,20230112
29,2022,7,阿斯顿·马丁,29,3559,DBX,45,7,20230112
25,2022,7,福特（进口）,25,657,Mustang,80,7,20230112
42,2022,7,阿尔法-罗密欧,42,2601,Stelvio斯坦维,42,7,20230112
274,2022,7,宝沃,274,2301,宝沃BX7,43,8,20230112
203,2022,7,野马汽车,203,2907,斯派卡,40,8,20230112
234,2022,7,Audi Sport,234,1453,奥迪RS 5,25,8,20230112
217,2022,7,DS汽车,217,3720,DS 9,36,8,20230112
339,2022,7,广汽三菱,339,4424,阿图柯,62,8,20230112
186,2022,7,福田汽车,186,3537,风景G5,53,8,20230112
163,2022,7,昌河铃木,163,1656,北斗星X5,43,8,20230112
275,2022,7,知豆,275,2278,知豆D2,48,8,20230112
214,2022,7,海马汽车,214,3091,海马8S,21,8,20230112
193,2022,7,开瑞汽车,193,2669,开瑞K60,35,8,20230112
303,2022,7,云度,303,2849,云度π1,18,8,20230112
337,2022,7,金康赛力斯,337,3202,赛力斯SF5,35,8,20230112
289,2022,7,驭胜,289,865,驭胜S350,35,8,20230112
225,2022,7,腾势,225,4072,腾势X纯电,24,8,20230112
531,2022,7,长安深蓝,531,4560,长安深蓝SL03,31,8,20230112
45,2022,7,现代（进口）,45,3560,帕里斯帝,26,8,20230112
227,2022,7,观致,227,4039,观致7,25,8,20230112
259,2022,7,北汽新能源,259,2337,北汽新能源EU,22,8,20230112
478,2022,7,恒润汽车,478,4462,恒润HRS1,18,8,20230112
229,2022,7,迈凯伦,229,3572,迈凯伦GT,17,8,20230112
459,2022,7,摩登汽车,459,4211,Modern in,13,9,20230112
108,2022,7,道奇（进口）,108,2035,Challenger,6,9,20230112
31,2022,7,马自达（进口）,31,610,马自达MX-5,6,9,20230112
367,2022,7,国机智骏,367,3465,国机智骏GX5,4,9,20230112
97,2022,7,英菲尼迪(进口),97,1787,QX60（进口）,4,9,20230112
20,2022,7,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
169,2022,7,众泰,169,3497,众泰TS5,3,9,20230112
246,2022,7,福汽新龙马,246,2303,启腾EX80,3,9,20230112
455,2022,7,速达,455,4166,速达SD01,2,9,20230112
375,2022,7,赛麟,375,3539,迈迈,2,9,20230112
201,2022,7,九龙汽车,201,2039,艾菲,2,9,20230112
328,2022,7,新特汽车,328,3110,SITECH DEV 1,2,9,20230112
50,2022,7,北汽昌河,50,2941,昌河Q7,1,9,20230112
63,2022,7,日产（进口）,63,277,途乐,2,9,20230112
329,2022,7,江淮大众,329,3129,思皓E20X,1,9,20230112
315,2022,7,领途汽车,315,2973,领途E行,1,9,20230112
280,2022,7,汉腾汽车,280,2693,汉腾X5,1,9,20230112
316,2022,7,国金汽车,316,2977,国金GM3,1,9,20230112
89,2022,8,比亚迪,89,4213,宋PLUS DM-i,25995,1,20230112
40,2022,8,上汽大众,40,549,朗逸,30247,1,20230112
30,2022,8,一汽-大众,30,410,速腾,23555,1,20230112
175,2022,8,广汽丰田,175,406,凯美瑞,21897,1,20230112
55,2022,8,长安,55,3392,长安CS75 PLUS,14188,1,20230112
76,2022,8,一汽丰田,76,492,卡罗拉,26707,1,20230112
94,2022,8,东风日产,94,428,轩逸,40309,1,20230112
127,2022,8,上汽通用五菱,127,4030,宏光MINIEV,34510,1,20230112
198,2022,8,吉利汽车,198,4279,吉利星越L,11044,1,20230112
75,2022,8,广汽本田,75,86,雅阁,22035,1,20230112
135,2022,8,东风本田,135,145,CR-V,21520,1,20230112
58,2022,8,上汽通用别克,58,2175,威朗,12249,1,20230112
69,2022,8,一汽-大众奥迪,69,9,奥迪A4L,14706,1,20230112
120,2022,8,华晨宝马,120,168,宝马5系,14700,1,20230112
164,2022,8,北京奔驰,164,2326,奔驰GLC级,14584,1,20230112
230,2022,8,长城汽车,230,776,哈弗H6,18293,1,20230112
388,2022,8,特斯拉中国,388,4281,Model Y,31796,1,20230112
206,2022,8,广汽乘用车,206,2380,传祺M8,5415,1,20230112
7,2022,8,红旗,7,3442,红旗HS5,10755,1,20230112
101,2022,8,北京现代,101,25,伊兰特,9357,1,20230112
74,2022,8,奇瑞,74,2494,瑞虎7,3742,2,20230112
318,2022,8,埃安,318,4265,AION Y,10253,2,20230112
182,2022,8,上汽集团,182,2507,荣威RX5,6052,2,20230112
153,2022,8,上海通用雪佛兰,153,3322,科鲁泽,11569,2,20230112
157,2022,8,上汽通用凯迪拉克,157,3594,CT5,7410,2,20230112
24,2022,8,雷克萨斯,24,425,雷克萨斯ES,10233,2,20230112
223,2022,8,长安汽车,223,4060,长安欧尚X5,7304,2,20230112
194,2022,8,东风风神,194,2935,风神E70,7745,2,20230112
244,2022,8,沃尔沃亚太,244,2079,沃尔沃XC60,7446,2,20230112
144,2022,8,长安福特,144,677,蒙迪欧,5026,2,20230112
296,2022,8,领克,296,2863,领克03,4670,2,20230112
358,2022,8,奇瑞新能源,358,2645,小蚂蚁,7652,2,20230112
354,2022,8,一汽-大众捷达,354,3386,捷达VS5,6439,2,20230112
8,2022,8,奔驰（进口）,8,2180,奔驰GLE级,3216,2,20230112
338,2022,8,合众汽车,338,4130,哪吒V ,7279,2,20230112
475,2022,8,长城汽车,475,4119,坦克300,8673,2,20230112
292,2022,8,蔚来汽车,292,3338,蔚来ES6,4515,2,20230112
335,2022,8,零跑汽车,335,3407,零跑C11,5211,2,20230112
