年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2021,10,24,184,3298,3298,名爵EZS,小型,SUV,5,11.98-14.98万元,37,20230112
2021,10,4,235,2923,2923,宝马M8,,跑车,5,196.80-219.80万元,37,20230112
2021,10,187,296,4410,4410,领克09,中大型,SUV,5,26.59-32.09万元,37,20230112
2021,10,32,198,3177,3177,帝豪GSe,紧凑型,SUV,4,10.99-15.99万元,37,20230112
2021,10,107,201,2039,2039,艾菲,中型,MPV,4,13.98万元,37,20230112
2021,10,344,478,4462,4462,恒润HRS1,小型,SUV,4,6.88-8.98万元,37,20230112
2021,10,34,61,1894,1894,景逸S50,紧凑型,三厢,4,6.99-7.99万元,37,20230112
2021,10,75,29,577,577,DBS,,跑车,3,400.80-410.80万元,37,20230112
2021,10,207,325,3066,3066,Polestar 1混动,,跑车,3,145.00万元,38,20230112
2021,10,82,37,3730,3730,SF90,,跑车,3,498.80-510.80万元,38,20230112
2021,10,82,37,2964,2964,Portofino,,跑车,3,268.80万元,38,20230112
2021,10,41,7,3121,3121,红旗E-HS3,紧凑型,SUV,3,22.58-26.58万元,38,20230112
2021,10,48,90,2943,2943,江淮iEV7S,小型,SUV,3,9.35-10.95万元,38,20230112
2021,10,39,214,2870,2870,海马爱尚EV,微型,两厢,3,3.98-4.28万元,38,20230112
2021,10,1,234,1614,1614,奥迪RS 7,中大型,轿跑,3,146.88万元,38,20230112
2021,10,27,50,4125,4125,北汽EC100,微型,两厢,3,7.18-7.58万元,38,20230112
2021,10,12,63,277,277,途乐,大型,SUV,2,79.80-83.80万元,38,20230112
2021,10,25,110,1252,1252,BJ 212,小型,SUV,2,7.98-12.99万元,38,20230112
2021,10,124,219,2934,2934,上汽MAXUS EG10,中大型,MPV,2,29.93-34.93万元,38,20230112
2021,10,137,231,4207,4207,北京X7 PHEV,紧凑型,SUV,2,18.49-21.69万元,38,20230112
2021,10,305,437,4035,4035,开沃D07,,微面,2,10.48-10.88万元,38,20230112
2021,10,138,232,1709,1709,特斯拉Model S,中大型,掀背,2,78.99-106.00万元,38,20230112
2021,10,5,134,3816,3816,标致e2008,小型,SUV,2,16.60-18.80万元,38,20230112
2021,10,48,90,3332,3332,江淮iEVS4,小型,SUV,2,13.95-15.95万元,38,20230112
2021,10,192,302,3662,3662,魏牌VV7 PHEV,中型,SUV,2,21.98-23.98万元,38,20230112
2021,10,90,24,945,945,雷克萨斯CT,紧凑型,两厢,2,21.50-28.20万元,38,20230112
2021,10,157,264,4167,4167,凯翼E5 EV,紧凑型,三厢,1,13.68-14.58万元,38,20230112
2021,10,75,29,576,576,Vantage,,跑车,1,175.80-216.80万元,38,20230112
2021,10,95,59,3951,3951,MC20,,跑车,1,237.00-329.88万元,39,20230112
2021,10,20,101,4233,4233,名图 纯电动,中型,三厢,1,17.88-20.38万元,39,20230112
2021,10,189,308,3797,3797,长行EV,紧凑型,MPV,1,16.32-16.98万元,39,20230112
2021,10,124,219,4061,4061,上汽MAXUS EUNIQ 7,中大型,MPV,1,29.98-39.98万元,39,20230112
2021,10,209,327,3923,3923,捷途X70 Coupe,中型,SUV,1,12.69-12.99万元,39,20230112
2021,10,337,472,4345,4345,东风新能源EX1,小型,SUV,1,6.47-7.17万元,39,20230112
2021,10,92,154,1158,1158,路特斯Evora,,跑车,1,97.20万元,39,20230112
2021,10,131,225,4072,4072,腾势X纯电,中型,SUV,1,31.98-35.78万元,39,20230112
2021,10,4,1,409,409,宝马X3（进口）,中型,SUV,1,62.99万元,39,20230112
2021,10,90,24,2520,2520,雷克萨斯LC,,跑车,1,115.50-129.80万元,39,20230112
2021,10,322,455,4165,4165,速达SA01,紧凑型,三厢,1,17.00万元,39,20230112
2021,10,262,390,3664,3664,旷世,中大型,SUV,1,15.98-24.38万元,39,20230112
2021,11,65,127,4030,4030,宏光MINIEV,微型,两厢,38379,3.28-9.99万元,1,20230112
2021,11,12,94,428,428,轩逸,紧凑型,三厢,37332,9.98-14.49万元,1,20230112
2021,11,6,40,549,549,朗逸,紧凑型,三厢,33922,12.09-15.09万元,1,20230112
2021,11,136,230,776,776,哈弗H6,紧凑型,SUV,27053,9.89-15.70万元,1,20230112
2021,11,138,388,4281,4281,Model Y,中型,SUV,23419,25.99-35.99万元,1,20230112
2021,11,9,175,406,406,凯美瑞,中型,三厢,23008,17.98-26.98万元,1,20230112
2021,11,2,75,86,86,雅阁,中型,三厢,22256,16.98-25.98万元,1,20230112
2021,11,9,76,492,492,卡罗拉,紧凑型,三厢,20667,10.98-15.98万元,1,20230112
2021,11,6,30,410,410,速腾,紧凑型,三厢,18328,12.79-17.29万元,1,20230112
2021,11,2,135,395,395,思域,紧凑型,两厢,17542,12.99-18.79万元,1,20230112
2021,11,28,55,3813,3813,长安CS55 PLUS,紧凑型,SUV,17049,9.29-12.59万元,1,20230112
2021,11,8,58,814,814,英朗,紧凑型,三厢,16552,11.99-12.59万元,1,20230112
2021,11,9,76,626,626,RAV4荣放,紧凑型,SUV,16479,17.58-26.08万元,1,20230112
2021,11,6,30,573,573,宝来,紧凑型,三厢,15694,9.88-15.70万元,1,20230112
2021,11,41,7,3442,3442,红旗HS5,中型,SUV,15153,18.38-24.98万元,1,20230112
2021,11,12,94,159,159,天籁,中型,三厢,14634,17.98-26.98万元,1,20230112
2021,11,2,135,2045,2045,XR-V,小型,SUV,14287,13.29-15.29万元,1,20230112
2021,11,9,175,1972,1972,雷凌,紧凑型,三厢,14133,11.18-15.28万元,1,20230112
2021,11,28,55,3392,3392,长安CS75 PLUS,紧凑型,SUV,13873,11.79-15.49万元,1,20230112
2021,11,9,175,3812,3812,威兰达,紧凑型,SUV,13449,17.38-24.88万元,1,20230112
2021,11,225,344,3274,3274,理想ONE,中大型,SUV,13438,34.98万元,2,20230112
2021,11,6,40,680,680,途观L,中型,SUV,13187,19.90-28.38万元,2,20230112
2021,11,2,75,3640,3640,皓影,紧凑型,SUV,13178,16.98-25.28万元,2,20230112
2021,11,2,75,1619,1619,缤智,小型,SUV,13113,12.78-17.68万元,2,20230112
2021,11,26,89,4213,4213,宋PLUS DM-i,紧凑型,SUV,13024,15.48-21.88万元,2,20230112
2021,11,26,89,4261,4261,秦PLUS DM-i,紧凑型,三厢,12973,11.38-16.58万元,2,20230112
2021,11,32,198,2017,2017,吉利帝豪,紧凑型,三厢,12834,6.99-12.98万元,2,20230112
2021,11,6,40,6,6,帕萨特,中型,三厢,12701,18.19-25.29万元,2,20230112
2021,11,65,127,841,841,五菱宏光,,微面,12554,4.60-5.99万元,2,20230112
2021,11,3,164,357,357,奔驰E级,中大型,三厢,12500,43.68-55.60万元,2,20230112
2021,11,4,120,168,168,宝马5系,中大型,三厢,12418,43.39-55.19万元,2,20230112
2021,11,3,164,2326,2326,奔驰GLC级,中型,SUV,12190,40.63-47.68万元,2,20230112
2021,11,132,223,4060,4060,长安欧尚X5,紧凑型,SUV,11882,6.99-10.99万元,2,20230112
2021,11,6,40,3174,3174,途岳,紧凑型,SUV,11870,15.86-21.66万元,2,20230112
2021,11,12,94,523,523,逍客,紧凑型,SUV,11664,15.49-18.89万元,2,20230112
2021,11,8,58,154,154,别克GL8,中大型,MPV,11608,23.29-53.39万元,2,20230112
2021,11,9,175,632,632,汉兰达,中型,SUV,11515,26.88-34.88万元,2,20230112
2021,11,4,120,119,119,宝马3系,中型,三厢,11444,29.99-39.99万元,2,20230112
2021,11,65,127,4392,4392,五菱星辰,紧凑型,SUV,10791,6.98-10.98万元,2,20230112
2021,11,2,135,145,145,CR-V,紧凑型,SUV,10715,16.98-27.68万元,2,20230112
2021,11,6,40,2275,2275,桑塔纳,紧凑型,三厢,10599,8.79-11.28万元,3,20230112
2021,11,32,198,3595,3595,星瑞,紧凑型,三厢,10532,11.37-14.57万元,3,20230112
2021,11,26,89,3828,3828,比亚迪汉EV,中大型,三厢,10351,21.98-33.18万元,3,20230112
2021,11,2,75,88,88,飞度,小型,两厢,10191,8.18-10.88万元,3,20230112
2021,11,28,55,946,946,逸动,紧凑型,三厢,10142,7.29-10.39万元,3,20230112
2021,11,20,101,25,25,伊兰特,紧凑型,三厢,9921,9.98-14.18万元,3,20230112
2021,11,1,69,10,10,奥迪A6L,中大型,三厢,9494,42.79-65.68万元,3,20230112
2021,11,136,230,4097,4097,哈弗大狗,紧凑型,SUV,9454,11.99-16.79万元,3,20230112
2021,11,1,69,3158,3158,奥迪Q5L,中型,SUV,9342,39.68-48.88万元,3,20230112
2021,11,362,358,2645,2645,小蚂蚁,微型,两厢,9306,7.99-10.30万元,3,20230112
2021,11,15,189,1847,1847,昂克赛拉,紧凑型,两厢,9215,11.59-18.99万元,3,20230112
2021,11,112,206,4227,4227,影豹,紧凑型,三厢,9128,9.83-14.80万元,3,20230112
2021,11,26,89,4322,4322,秦PLUS EV,紧凑型,三厢,8868,14.18-17.88万元,3,20230112
2021,11,3,164,539,539,奔驰C级,中型,三厢,8861,32.52-37.73万元,3,20230112
2021,11,138,388,3654,3654,Model 3,中型,三厢,8749,22.99-32.99万元,3,20230112
2021,11,341,475,4119,4119,坦克300,紧凑型,SUV,8737,19.88-30.28万元,3,20230112
2021,11,32,198,3113,3113,吉利缤越,小型,SUV,8684,7.58-11.98万元,3,20230112
2021,11,32,198,4279,4279,吉利星越L,紧凑型,SUV,8602,13.72-18.52万元,3,20230112
2021,11,9,76,3295,3295,亚洲龙,中型,三厢,8244,19.98-27.98万元,3,20230112
2021,11,201,318,3297,3297,AION S,紧凑型,三厢,8151,13.98-19.16万元,3,20230112
2021,11,26,89,1959,1959,比亚迪唐DM,中型,SUV,7924,20.98-33.18万元,4,20230112
2021,11,57,182,3248,3248,荣威i5,紧凑型,三厢,7828,6.79-9.99万元,4,20230112
2021,11,233,354,3386,3386,捷达VS5,紧凑型,SUV,7788,8.68-11.58万元,4,20230112
2021,11,6,30,459,459,迈腾,中型,三厢,7752,18.69-30.99万元,4,20230112
2021,11,4,120,1269,1269,宝马X1,紧凑型,SUV,7696,27.98-33.98万元,4,20230112
2021,11,32,198,2892,2892,吉利远景X3,小型,SUV,7671,4.99-6.89万元,4,20230112
2021,11,22,153,3322,3322,科鲁泽,紧凑型,三厢,7585,9.49-10.89万元,4,20230112
2021,11,203,320,3418,3418,小鹏汽车P7,中型,三厢,7481,23.99-28.59万元,4,20230112
2021,11,4,120,3090,3090,宝马X3,中型,SUV,7479,39.69-47.98万元,4,20230112
2021,11,136,230,2884,2884,哈弗M6,紧凑型,SUV,7277,7.19-9.29万元,4,20230112
2021,11,26,89,3013,3013,比亚迪元Pro,小型,SUV,7004,9.88-11.88万元,4,20230112
2021,11,1,69,9,9,奥迪A4L,中型,三厢,6885,32.18-39.68万元,4,20230112
2021,11,41,7,2593,2593,红旗H5,中型,三厢,6816,14.58-22.58万元,4,20230112
2021,11,90,24,425,425,雷克萨斯ES,中大型,三厢,6812,29.69-48.89万元,4,20230112
2021,11,220,338,4130,4130,哪吒V ,小型,SUV,6745,8.39-12.38万元,4,20230112
2021,11,6,30,3216,3216,探岳,中型,SUV,6680,20.49-25.99万元,4,20230112
2021,11,9,76,4316,4316,皇冠陆放,中型,SUV,6653,27.58-35.28万元,4,20230112
2021,11,221,340,4122,4122,欧拉好猫,小型,两厢,6586,12.99-17.10万元,4,20230112
2021,11,24,184,981,981,名爵5,紧凑型,三厢,6570,6.79-9.99万元,4,20230112
2021,11,187,296,2863,2863,领克03,紧凑型,三厢,6383,13.78-25.68万元,4,20230112
2021,11,57,182,2507,2507,荣威RX5,紧凑型,SUV,6351,9.33-15.59万元,5,20230112
2021,11,211,458,4263,4263,花仙子,微型,两厢,6287,6.69-9.09万元,5,20230112
2021,11,65,127,3381,3381,五菱宏光V,,微面,6200,4.48-5.18万元,5,20230112
2021,11,26,89,4411,4411,海豚,小型,两厢,6031,11.68-13.68万元,5,20230112
2021,11,8,58,64,64,君威,中型,三厢,5978,19.68-24.98万元,5,20230112
2021,11,112,206,2380,2380,传祺M8,中大型,MPV,5823,17.98-36.98万元,5,20230112
2021,11,221,340,3346,3346,欧拉黑猫,微型,两厢,5822,8.48-9.98万元,5,20230112
2021,11,54,74,2494,2494,瑞虎7,紧凑型,SUV,5642,8.69-11.29万元,5,20230112
2021,11,32,198,2606,2606,吉利远景X6,紧凑型,SUV,5618,7.59-8.99万元,5,20230112
2021,11,28,55,3920,3920,长安UNI-T,紧凑型,SUV,5589,11.59-14.99万元,5,20230112
2021,11,2,135,1528,1528,艾力绅,中型,MPV,5541,27.98-33.18万元,5,20230112
2021,11,54,74,3074,3074,瑞虎8,中型,SUV,5536,9.58-16.89万元,5,20230112
2021,11,132,223,4401,4401,欧尚X7 PLUS,紧凑型,SUV,5488,7.99-13.39万元,5,20230112
2021,11,57,182,3874,3874,科莱威CLEVER,微型,两厢,5374,6.80万元,5,20230112
2021,11,203,320,2983,2983,小鹏汽车G3,紧凑型,SUV,5312,16.89-20.19万元,5,20230112
2021,11,6,40,1970,1970,凌渡,紧凑型,三厢,5224,15.09-19.09万元,5,20230112
2021,11,201,318,4265,4265,AION Y,紧凑型,SUV,5208,13.76-18.98万元,5,20230112
2021,11,24,184,660,660,名爵6,紧凑型,掀背,5142,10.38-13.98万元,5,20230112
2021,11,28,55,1765,1765,长安CS75,紧凑型,SUV,5105,10.29-11.99万元,5,20230112
2021,11,33,194,2935,2935,风神E70,紧凑型,三厢,4974,14.28-15.38万元,5,20230112
2021,11,6,30,13,13,高尔夫,紧凑型,两厢,4969,12.98-16.58万元,6,20230112
2021,11,9,175,1778,1778,YARiS L致炫,小型,两厢,4941,8.58-10.38万元,6,20230112
2021,11,20,101,745,745,现代ix35,紧凑型,SUV,4936,12.98-15.58万元,6,20230112
2021,11,1,69,1605,1605,奥迪Q3,紧凑型,SUV,4839,27.88-32.62万元,6,20230112
2021,11,209,327,4218,4218,捷途X70 PLUS,中型,SUV,4816,8.99-13.89万元,6,20230112
2021,11,32,198,2325,2325,吉利博越,紧凑型,SUV,4778,9.18-14.28万元,6,20230112
2021,11,26,89,3548,3548,比亚迪e2,紧凑型,两厢,4674,9.58-14.58万元,6,20230112
2021,11,176,292,3338,3338,蔚来ES6,中型,SUV,4657,38.60-55.40万元,6,20230112
2021,11,21,157,3594,3594,CT5,中型,三厢,4569,27.97-36.07万元,6,20230112
2021,11,26,89,4106,4106,宋PLUS EV,紧凑型,SUV,4539,18.68-20.38万元,6,20230112
2021,11,28,55,3271,3271,长安CS35 PLUS,小型,SUV,4536,6.99-10.99万元,6,20230112
2021,11,6,30,3105,3105,探歌,紧凑型,SUV,4520,15.89-17.79万元,6,20230112
2021,11,54,74,2323,2323,艾瑞泽5,紧凑型,三厢,4515,5.99-8.58万元,6,20230112
2021,11,137,231,3641,3641,北京EU5,紧凑型,三厢,4499,10.99-17.19万元,6,20230112
2021,11,4,1,411,411,宝马X5（进口）,中大型,SUV,4414,69.99-83.99万元,6,20230112
2021,11,2,75,1327,1327,凌派,紧凑型,三厢,4388,10.98-16.98万元,6,20230112
2021,11,112,206,2136,2136,传祺GS4,紧凑型,SUV,4381,8.98-14.68万元,6,20230112
2021,11,18,226,2624,2624,欧蓝德,紧凑型,SUV,4300,15.98-22.98万元,6,20230112
2021,11,233,354,3385,3385,捷达VA3,紧凑型,三厢,4248,6.58-9.28万元,6,20230112
2021,11,6,40,2629,2629,途昂,中大型,SUV,4222,29.50-40.50万元,6,20230112
2021,11,13,244,2079,2079,沃尔沃XC60,中型,SUV,4222,37.39-47.49万元,7,20230112
2021,11,9,76,61,61,威驰,小型,三厢,4208,7.38-9.48万元,7,20230112
2021,11,6,30,4200,4200,ID.4 CROZZ,紧凑型,SUV,4106,19.39-29.39万元,7,20230112
2021,11,10,144,1695,1695,福睿斯,紧凑型,三厢,4097,9.08-11.68万元,7,20230112
2021,11,33,194,4480,4480,奕炫MAX,紧凑型,三厢,4084,9.39-13.79万元,7,20230112
2021,11,93,385,3591,3591,冒险家,紧凑型,SUV,4076,24.58-34.58万元,7,20230112
2021,11,54,74,2916,2916,瑞虎5x,小型,SUV,4019,6.99-10.19万元,7,20230112
2021,11,3,164,3774,3774,奔驰GLB,紧凑型,SUV,4015,29.09-36.48万元,7,20230112
2021,11,54,74,4181,4181,瑞虎8 PLUS,中型,SUV,3995,12.49-16.99万元,7,20230112
2021,11,217,335,3892,3892,零跑T03,微型,两厢,3980,8.25-9.95万元,7,20230112
2021,11,187,296,3894,3894,领克06,小型,SUV,3964,11.86-13.98万元,7,20230112
2021,11,54,74,4251,4251,艾瑞泽5 PLUS,紧凑型,三厢,3896,6.99-9.99万元,7,20230112
2021,11,65,127,4095,4095,五菱凯捷,紧凑型,MPV,3844,8.58-12.58万元,7,20230112
2021,11,41,7,3904,3904,红旗H9,中大型,三厢,3783,30.98-86.00万元,7,20230112
2021,11,112,206,3287,3287,传祺M6,紧凑型,MPV,3782,10.98-15.98万元,7,20230112
2021,11,28,55,4191,4191,长安UNI-K,中型,SUV,3748,14.59-18.49万元,7,20230112
2021,11,250,376,4324,4324,雷丁芒果,微型,两厢,3598,2.98-7.39万元,7,20230112
2021,11,2,135,3144,3144,英仕派,中型,三厢,3588,17.99-25.59万元,7,20230112
2021,11,23,57,4395,4395,凡尔赛C5 X,中型,掀背,3574,14.37-18.67万元,7,20230112
2021,11,32,198,4365,4365,帝豪S,紧凑型,SUV,3556,8.49-10.89万元,7,20230112
2021,11,2,135,3334,3334,享域,紧凑型,三厢,3535,10.98-16.99万元,8,20230112
2021,11,233,354,3732,3732,捷达VS7,中型,SUV,3534,10.49-13.59万元,8,20230112
2021,11,90,24,267,267,雷克萨斯RX,中大型,SUV,3533,40.50-80.10万元,8,20230112
2021,11,21,157,2487,2487,XT5,中型,SUV,3519,33.27-45.27万元,8,20230112
2021,11,22,153,2459,2459,迈锐宝XL,中型,三厢,3513,17.59-21.99万元,8,20230112
2021,11,10,144,677,677,蒙迪欧,中型,三厢,3510,15.98-21.88万元,8,20230112
2021,11,12,94,253,253,骐达,紧凑型,两厢,3483,9.99-13.59万元,8,20230112
2021,11,1,69,1933,1933,奥迪A3,紧凑型,掀背,3479,20.31-24.97万元,8,20230112
2021,11,65,127,698,698,五菱荣光,,微面,3477,5.10-5.76万元,8,20230112
2021,11,20,101,2297,2297,途胜L,紧凑型,SUV,3457,16.18-22.58万元,8,20230112
2021,11,33,194,3429,3429,奕炫,紧凑型,三厢,3392,6.49-9.39万元,8,20230112
2021,11,176,292,3906,3906,蔚来EC6,中型,SUV,3391,39.60-55.40万元,8,20230112
2021,11,136,230,4335,4335,哈弗赤兔,紧凑型,SUV,3384,9.98-13.88万元,8,20230112
2021,11,8,58,388,388,君越,中型,三厢,3382,21.98-28.98万元,8,20230112
2021,11,34,61,4258,4258,风行T5 EVO,紧凑型,SUV,3364,10.39-13.69万元,8,20230112
2021,11,9,76,2979,2979,奕泽IZOA,小型,SUV,3255,14.98-18.98万元,8,20230112
2021,11,187,296,2673,2673,领克01,紧凑型,SUV,3249,17.98-20.68万元,8,20230112
2021,11,26,89,1436,1436,比亚迪秦EV,紧凑型,三厢,3221,12.99-17.48万元,8,20230112
2021,11,21,157,3218,3218,XT4,紧凑型,SUV,3157,26.17-35.47万元,8,20230112
2021,11,2,75,87,87,奥德赛,中型,MPV,3137,23.58-43.98万元,8,20230112
2021,11,6,40,4225,4225,ID.4 X,紧凑型,SUV,3130,18.93-29.29万元,9,20230112
2021,11,8,58,2175,2175,威朗,紧凑型,三厢,3122,12.89-15.89万元,9,20230112
2021,11,26,89,4089,4089,比亚迪汉DM,中大型,三厢,3104,21.78-32.18万元,9,20230112
2021,11,54,74,2553,2553,瑞虎3x,小型,SUV,3067,4.99-6.99万元,9,20230112
2021,11,28,55,3721,3721,锐程CC,中型,三厢,3032,9.79-11.29万元,9,20230112
2021,11,32,198,3176,3176,吉利缤瑞,紧凑型,三厢,3018,9.48-10.98万元,9,20230112
2021,11,32,198,2493,2493,帝豪EV,紧凑型,三厢,2956,14.68-16.98万元,9,20230112
2021,11,4,120,2716,2716,宝马1系,紧凑型,三厢,2927,20.58-24.99万元,9,20230112
2021,11,125,207,4452,4452,启辰大V,紧凑型,SUV,2900,9.98-14.28万元,9,20230112
2021,11,4,120,4118,4118,宝马iX3,中型,SUV,2814,39.99-43.99万元,9,20230112
2021,11,65,127,58,58,五菱之光,,微面,2806,3.51-3.68万元,9,20230112
2021,11,220,338,4368,4368,哪吒U,紧凑型,SUV,2751,13.58-17.58万元,9,20230112
2021,11,209,327,3102,3102,捷途X70,中型,SUV,2711,8.69-17.09万元,9,20230112
2021,11,32,198,3908,3908,豪越,中型,SUV,2701,10.36-14.26万元,9,20230112
2021,11,6,40,567,567,POLO,小型,两厢,2630,9.09-12.49万元,9,20230112
2021,11,3,8,2180,2180,奔驰GLE级,中大型,SUV,2608,69.98-88.05万元,9,20230112
2021,11,8,58,4382,4382,昂科威Plus,中型,SUV,2600,23.59-30.99万元,9,20230112
2021,11,2,135,4139,4139,LIFE,小型,两厢,2575,9.78-11.28万元,9,20230112
2021,11,10,144,3417,3417,锐际,紧凑型,SUV,2562,16.98-22.18万元,9,20230112
2021,11,12,94,578,578,奇骏,紧凑型,SUV,2491,17.99-26.29万元,9,20230112
2021,11,9,76,4256,4256,亚洲狮,紧凑型,三厢,2482,14.18-17.98万元,10,20230112
2021,11,22,153,2788,2788,探界者,中型,SUV,2405,16.99-23.99万元,10,20230112
2021,11,176,292,2825,2825,蔚来ES8,中大型,SUV,2356,49.60-65.60万元,10,20230112
2021,11,17,54,859,859,智跑,紧凑型,SUV,2353,13.98-15.78万元,10,20230112
2021,11,4,120,3017,3017,宝马5系混动,中大型,三厢,2304,49.99-53.69万元,10,20230112
2021,11,8,58,4112,4112,昂科威S,中型,SUV,2300,20.99-27.99万元,10,20230112
2021,11,21,157,3523,3523,XT6,中大型,SUV,2298,39.27-55.42万元,10,20230112
2021,11,6,30,4367,4367,ID.6 CROZZ,中大型,SUV,2276,25.89-33.69万元,10,20230112
2021,11,41,7,4286,4286,红旗E-QM5,中型,三厢,2265,12.28-23.98万元,10,20230112
2021,11,6,40,4471,4471,大众ID.3,紧凑型,两厢,2261,14.99-19.19万元,10,20230112
2021,11,10,144,2091,2091,锐界,中型,SUV,2259,22.98-30.98万元,10,20230112
2021,11,34,61,46,46,菱智,中型,MPV,2252,5.99-9.99万元,10,20230112
2021,11,8,58,3723,3723,昂科旗,中大型,SUV,2201,29.99-35.99万元,10,20230112
2021,11,13,244,1843,1843,沃尔沃S60,中型,三厢,2172,29.69-38.49万元,10,20230112
2021,11,93,385,4262,4262,航海家,中型,SUV,2171,32.88-47.88万元,10,20230112
2021,11,65,127,2857,2857,五菱宏光S3,中型,SUV,2159,6.01-8.28万元,10,20230112
2021,11,6,30,3665,3665,揽境,中大型,SUV,2130,29.99-40.79万元,10,20230112
2021,11,203,320,4305,4305,小鹏汽车P5,紧凑型,三厢,2128,17.99-22.59万元,10,20230112
2021,11,33,194,1939,1939,风神AX7,紧凑型,SUV,2098,10.69-11.39万元,10,20230112
2021,11,167,279,2453,2453,风光580,中型,SUV,2081,7.99-12.99万元,10,20230112
2021,11,10,144,4064,4064,探险者,中大型,SUV,2076,30.98-37.98万元,11,20230112
2021,11,116,211,905,905,北京BJ40,紧凑型,SUV,2072,15.98-27.29万元,11,20230112
2021,11,187,296,3396,3396,领克05,紧凑型,SUV,2068,17.58-26.18万元,11,20230112
2021,11,17,54,2086,2086,起亚KX3傲跑,小型,SUV,2046,10.88-13.68万元,11,20230112
2021,11,167,279,4208,4208,风光500,紧凑型,SUV,2043,6.18-8.58万元,11,20230112
2021,11,136,230,4241,4241,哈弗初恋,小型,SUV,2018,7.89-11.29万元,11,20230112
2021,11,77,68,917,917,Macan,中型,SUV,2015,57.30-85.30万元,11,20230112
2021,11,13,244,2705,2705,沃尔沃S90,中大型,三厢,2005,40.69-50.59万元,11,20230112
2021,11,276,406,2641,2641,宝骏510,小型,SUV,1998,5.38-7.38万元,11,20230112
2021,11,9,175,3030,3030,C-HR,小型,SUV,1991,14.18-19.08万元,11,20230112
2021,11,4,120,3659,3659,宝马X2,紧凑型,SUV,1980,28.58-33.29万元,11,20230112
2021,11,15,189,4052,4052,马自达CX-30,小型,SUV,1918,12.99-19.99万元,11,20230112
2021,11,247,373,3362,3362,几何A,紧凑型,三厢,1912,12.68-20.78万元,11,20230112
2021,11,34,61,2518,2518,风行S50EV,紧凑型,三厢,1911,13.19-15.99万元,11,20230112
2021,11,42,286,1785,1785,金杯小海狮X30,,微面,1902,3.39-5.19万元,11,20230112
2021,11,15,189,1725,1725,CX-5,紧凑型,SUV,1900,17.58-24.58万元,11,20230112
2021,11,1,69,3225,3225,奥迪Q2L,小型,SUV,1873,22.88-26.88万元,11,20230112
2021,11,20,101,4226,4226,库斯途,中大型,MPV,1871,16.98-21.88万元,11,20230112
2021,11,17,54,1548,1548,起亚K3,紧凑型,三厢,1827,10.98-13.18万元,11,20230112
2021,11,2,135,3005,3005,CR-V混动,紧凑型,SUV,1814,27.38-29.98万元,11,20230112
2021,11,19,183,3072,3072,柯米克,小型,SUV,1813,11.19-11.99万元,12,20230112
2021,11,6,30,765,765,一汽-大众CC,中型,三厢,1794,24.99-29.99万元,12,20230112
2021,11,124,219,3317,3317,上汽MAXUS G50,紧凑型,MPV,1789,8.78-16.58万元,12,20230112
2021,11,9,76,2729,2729,威驰FS,小型,两厢,1781,8.58-9.28万元,12,20230112
2021,11,338,473,4373,4373,ZEEKR 001,中大型,掀背,1779,30.00-40.30万元,12,20230112
2021,11,180,300,2976,2976,威马EX5,紧凑型,SUV,1777,16.08-17.98万元,12,20230112
2021,11,4,1,335,335,宝马7系,大型,三厢,1767,82.80-261.20万元,12,20230112
2021,11,3,164,2179,2179,奔驰GLA级,紧凑型,SUV,1731,28.78-34.48万元,12,20230112
2021,11,326,461,4104,4104,飞凡ER6,紧凑型,三厢,1731,15.98-18.48万元,12,20230112
2021,11,125,207,3425,3425,启辰D60 EV,紧凑型,三厢,1719,13.98-15.81万元,12,20230112
2021,11,10,144,332,332,福克斯,紧凑型,三厢,1706,11.98-14.58万元,12,20230112
2021,11,6,40,3277,3277,T-Cross途铠,小型,SUV,1704,11.59-16.09万元,12,20230112
2021,11,276,406,3715,3715,宝骏RS-3,小型,SUV,1703,6.98-9.68万元,12,20230112
2021,11,19,183,457,457,明锐,紧凑型,掀背,1696,10.99-15.49万元,12,20230112
2021,11,125,207,2888,2888,启辰D60,紧凑型,三厢,1670,6.98-14.08万元,12,20230112
2021,11,180,300,4451,4451,威马E.5,中型,三厢,1644,16.01-19.01万元,12,20230112
2021,11,66,177,429,429,奔腾B70,中型,三厢,1618,10.59-14.49万元,12,20230112
2021,11,9,76,4607,4607,凌放HARRIER,中型,SUV,1613,21.18-29.78万元,12,20230112
2021,11,12,94,2775,2775,劲客,小型,SUV,1611,11.98-13.78万元,12,20230112
2021,11,13,35,238,238,沃尔沃XC90,中大型,SUV,1610,63.89-78.19万元,12,20230112
2021,11,9,22,862,862,埃尔法,中大型,MPV,1578,83.90-92.80万元,13,20230112
2021,11,137,231,3963,3963,北京X7,紧凑型,SUV,1570,10.49-14.99万元,13,20230112
2021,11,192,302,4289,4289,摩卡,中型,SUV,1543,19.28-22.88万元,13,20230112
2021,11,3,164,3136,3136,奔驰A级,紧凑型,三厢,1541,21.48-26.48万元,13,20230112
2021,11,2,135,2678,2678,UR-V,中型,SUV,1530,24.68-32.98万元,13,20230112
2021,11,28,55,2101,2101,逸动EV,紧凑型,三厢,1525,14.99-15.99万元,13,20230112
2021,11,94,270,3909,3909,发现运动版,中型,SUV,1498,35.68-45.58万元,13,20230112
