年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2022,9,3,164,4879,4879,奔驰EQE,中大型,三厢,683,47.80-53.43万元,19,20230112
2022,9,57,182,4093,4093,荣威iMAX8,中大型,MPV,679,18.88-25.38万元,19,20230112
2022,9,24,184,2683,2683,名爵ZS,小型,SUV,676,8.58-9.98万元,19,20230112
2022,9,167,279,4819,4819,风光MINIEV,微型,两厢,673,3.26-5.91万元,19,20230112
2022,9,1,2,553,553,奥迪A5,中型,三厢,668,37.98-55.98万元,19,20230112
2022,9,6,30,3787,3787,探岳GTE,中型,SUV,666,24.29-25.29万元,19,20230112
2022,9,187,296,4625,4625,领克09 PHEV,中大型,SUV,661,31.99-37.49万元,19,20230112
2022,9,34,61,4231,4231,菱智PLUS,中大型,MPV,660,9.99-14.69万元,19,20230112
2022,9,1,69,4736,4736,奥迪Q4 e-tron,紧凑型,SUV,657,29.99-37.71万元,19,20230112
2022,9,94,65,2782,2782,揽胜星脉,中型,SUV,649,56.80-73.80万元,19,20230112
2022,9,187,296,4410,4410,领克09,中大型,SUV,644,26.59-32.09万元,19,20230112
2022,9,10,253,4283,4283,领裕,中大型,SUV,642,16.98-22.18万元,19,20230112
2022,9,125,207,2888,2888,启辰D60,紧凑型,三厢,639,6.98-14.08万元,19,20230112
2022,9,267,395,4183,4183,东风本田M-NV,小型,SUV,633,14.98-15.98万元,19,20230112
2022,9,317,450,4236,4236,岚图FREE,中大型,SUV,630,31.36-40.99万元,19,20230112
2022,9,17,54,903,903,K5凯酷,中型,三厢,619,16.28-20.68万元,19,20230112
2022,9,23,57,2818,2818,天逸 C5 AIRCROSS,紧凑型,SUV,616,15.27-16.97万元,19,20230112
2022,9,97,93,568,568,MINI CLUBMAN,小型,两厢,613,25.48-41.73万元,19,20230112
2022,9,187,296,3075,3075,领克02,紧凑型,SUV,611,11.98-16.58万元,20,20230112
2022,9,32,198,2817,2817,吉利嘉际,紧凑型,MPV,604,11.98-14.28万元,20,20230112
2022,9,25,110,4975,4975,元宝,微型,两厢,599,4.19-5.19万元,20,20230112
2022,9,2,135,3005,3005,CR-V混动,紧凑型,SUV,597,27.38-29.98万元,20,20230112
2022,9,93,385,3931,3931,飞行家,中大型,SUV,596,51.38-76.38万元,20,20230112
2022,9,34,61,2970,2970,菱智M5EV,中型,MPV,594,14.99-17.39万元,20,20230112
2022,9,6,40,4172,4172,途观X,中型,SUV,584,24.08-27.08万元,20,20230112
2022,9,221,340,4556,4556,欧拉好猫GT,小型,两厢,581,14.90-16.90万元,20,20230112
2022,9,86,91,836,836,大切诺基,中大型,SUV,572,52.99-71.49万元,20,20230112
2022,9,20,101,18,18,索纳塔,中型,三厢,568,16.18-20.58万元,20,20230112
2022,9,137,231,3963,3963,北京X7,紧凑型,SUV,563,10.49-14.99万元,20,20230112
2022,9,209,327,3102,3102,捷途X70,中型,SUV,560,8.69-17.09万元,20,20230112
2022,9,94,65,216,216,揽胜,中大型,SUV,560,142.80-332.80万元,20,20230112
2022,9,235,357,3532,3532,星途追风,紧凑型,SUV,560,10.99-14.99万元,20,20230112
2022,9,22,153,3633,3633,畅巡,紧凑型,两厢,556,18.29-19.79万元,20,20230112
2022,9,4,1,558,558,宝马X6,中大型,SUV,551,78.69-96.69万元,20,20230112
2022,9,90,24,3692,3692,雷克萨斯UX,紧凑型,SUV,545,25.90-38.70万元,20,20230112
2022,9,2,135,3334,3334,享域,紧凑型,三厢,544,10.98-16.99万元,20,20230112
2022,9,167,279,2952,2952,风光S560,紧凑型,SUV,534,6.79-7.89万元,20,20230112
2022,9,180,300,3928,3928,威马W6,中型,SUV,532,19.58-25.98万元,20,20230112
2022,9,3,8,2178,2178,奔驰GLC级轿跑（进口）,中型,轿跑,527,47.18-56.67万元,21,20230112
2022,9,5,134,1417,1417,标致4008,紧凑型,SUV,525,16.77-23.37万元,21,20230112
2022,9,10,144,4425,4425,EVOS,中型,SUV,521,19.98-25.98万元,21,20230112
2022,9,209,327,3719,3719,捷途X70M,中型,SUV,520,6.49-9.89万元,21,20230112
2022,9,26,89,3013,3013,比亚迪元Pro,小型,SUV,518,9.88-11.88万元,21,20230112
2022,9,187,296,3893,3893,领克06 PHEV,紧凑型,SUV,517,15.78-17.28万元,21,20230112
2022,9,66,177,3145,3145,奔腾T77,紧凑型,SUV,515,10.58-14.18万元,21,20230112
2022,9,77,68,3057,3057,卡宴混动,中大型,SUV,509,86.80-102.80万元,21,20230112
2022,9,15,189,2598,2598,马自达CX-4,紧凑型,SUV,507,14.88-21.58万元,21,20230112
2022,9,8,58,5049,5049,昂扬,紧凑型,SUV,494,15.29-17.89万元,21,20230112
2022,9,95,59,1182,1182,Levante,中大型,SUV,492,86.68-191.58万元,21,20230112
2022,9,8,58,66,66,凯越,紧凑型,三厢,487,8.39-9.99万元,21,20230112
2022,9,26,89,3578,3578,比亚迪e3,紧凑型,三厢,485,15.48-15.58万元,21,20230112
2022,9,5,134,838,838,标致508,中型,三厢,484,15.97-22.47万元,21,20230112
2022,9,194,311,4046,4046,ARCFOX极狐αT,中型,SUV,483,21.88-33.13万元,21,20230112
2022,9,12,94,578,578,奇骏,紧凑型,SUV,482,17.99-26.29万元,21,20230112
2022,9,103,44,229,229,森林人,紧凑型,SUV,477,22.38-26.58万元,21,20230112
2022,9,19,183,1573,1573,昕锐,紧凑型,三厢,476,9.99万元,21,20230112
2022,9,6,40,3273,3273,途观L混动,中型,SUV,473,26.11-27.21万元,21,20230112
2022,9,41,7,1463,1463,红旗H7,中大型,三厢,469,25.28-28.88万元,21,20230112
2022,9,276,406,2641,2641,宝骏510,小型,SUV,462,5.38-7.38万元,22,20230112
2022,9,15,189,1926,1926,阿特兹,中型,三厢,455,17.58-23.98万元,22,20230112
2022,9,19,183,2389,2389,柯迪亚克,中型,SUV,455,18.69-24.39万元,22,20230112
2022,9,90,24,264,264,雷克萨斯LS,大型,三厢,453,87.80-118.00万元,22,20230112
2022,9,3,8,3008,3008,奔驰GLE级混动,中大型,SUV,453,81.45-85.14万元,22,20230112
2022,9,12,94,3067,3067,途达,中型,SUV,452,16.98-24.83万元,22,20230112
2022,9,3,8,319,319,奔驰CLS级,中大型,三厢,446,57.68-78.40万元,22,20230112
2022,9,228,348,4346,4346,天际ME5,紧凑型,SUV,444,13.88-16.99万元,22,20230112
2022,9,66,177,3897,3897,奔腾T55,紧凑型,SUV,443,8.59-10.49万元,22,20230112
2022,9,124,219,4699,4699,上汽MAXUS G90,中大型,MPV,440,21.99-32.99万元,22,20230112
2022,9,6,40,2468,2468,辉昂,中大型,三厢,438,34.30-44.90万元,22,20230112
2022,9,65,127,4581,4581,五菱NANOEV,微型,两厢,437,5.68-6.68万元,22,20230112
2022,9,19,183,2959,2959,柯珞克,紧凑型,SUV,435,14.99-15.89万元,22,20230112
2022,9,77,68,2630,2630,保时捷718,,跑车,434,56.50-157.80万元,22,20230112
2022,9,112,206,4737,4737,影酷,紧凑型,SUV,419,11.98-16.98万元,22,20230112
2022,9,221,340,4552,4552,欧拉芭蕾猫,紧凑型,掀背,412,19.30-22.30万元,22,20230112
2022,9,103,44,1314,1314,BRZ,,跑车,412,30.88-33.08万元,22,20230112
2022,9,12,94,1162,1162,楼兰,中型,SUV,411,23.88-28.38万元,22,20230112
2022,9,211,458,4034,4034,思皓X8,中型,SUV,401,8.88-17.28万元,22,20230112
2022,9,22,153,4977,4977,星迈罗,紧凑型,SUV,400,13.99-16.49万元,22,20230112
2022,9,94,65,214,214,路虎发现,中大型,SUV,399,68.98-89.88万元,23,20230112
2022,9,136,230,4628,4628,哈弗H6 DHT-PHEV,紧凑型,SUV,384,15.98-17.38万元,23,20230112
2022,9,3,202,1602,1602,AMG G,中大型,SUV,382,254.70-281.55万元,23,20230112
2022,9,3,8,324,324,奔驰G级,中大型,SUV,381,189.20万元,23,20230112
2022,9,211,458,4204,4204,思皓A5,紧凑型,掀背,378,7.88-14.58万元,23,20230112
2022,9,1,456,4175,4175,奥迪A7L,中大型,三厢,371,41.87-77.77万元,23,20230112
2022,9,3,202,2158,2158,AMG GLE,中大型,SUV,368,99.43-146.88万元,23,20230112
2022,9,2,75,4664,4664,极湃1,小型,SUV,366,17.50-21.80万元,23,20230112
2022,9,86,91,502,502,牧马人,中型,SUV,359,44.99-55.99万元,23,20230112
2022,9,3,164,3464,3464,AMG A,紧凑型,三厢,358,39.51-39.98万元,23,20230112
2022,9,180,300,2976,2976,威马EX5,紧凑型,SUV,357,16.08-17.98万元,23,20230112
2022,9,77,68,256,256,911,,跑车,346,129.80-250.00万元,23,20230112
2022,9,57,182,2921,2921,荣威RX3,小型,SUV,343,7.58-9.68万元,23,20230112
2022,9,167,279,2155,2155,风光330,,微面,341,4.19-6.88万元,23,20230112
2022,9,20,101,1596,1596,胜达,中型,SUV,336,20.28-27.28万元,23,20230112
2022,9,192,302,4289,4289,摩卡,中型,SUV,335,19.28-22.88万元,23,20230112
2022,9,209,327,3690,3690,捷途X70S,中型,SUV,332,8.79-15.99万元,23,20230112
2022,9,235,357,3533,3533,揽月,中大型,SUV,329,17.99-23.39万元,23,20230112
2022,9,189,308,4133,4133,长安之星5,,微面,327,3.89-4.09万元,23,20230112
2022,9,110,200,2883,2883,小康EC36,,微面,323,12.98万元,23,20230112
2022,9,10,477,4398,4398,福特电马,中型,SUV,320,24.99-36.99万元,24,20230112
2022,9,65,127,4032,4032,五菱荣光EV,,微面,318,13.58-13.91万元,24,20230112
2022,9,3,8,300,300,奔驰C级（进口）,中型,旅行车,316,35.08-39.28万元,24,20230112
2022,9,331,467,4351,4351,朋克多多,微型,两厢,314,4.18-4.98万元,24,20230112
2022,9,2,75,3871,3871,皓影混动,紧凑型,SUV,313,27.38-29.98万元,24,20230112
2022,9,13,244,2974,2974,沃尔沃XC60混动,中型,SUV,309,52.79-60.39万元,24,20230112
2022,9,2,135,4652,4652,本田e:NS1,小型,SUV,309,17.50-21.80万元,24,20230112
2022,9,32,198,3083,3083,吉利博瑞,中型,三厢,308,13.18-14.38万元,24,20230112
2022,9,1,2,1370,1370,奥迪A6（进口）,中大型,旅行车,305,46.08-63.78万元,24,20230112
2022,9,93,385,3878,3878,冒险家混动,紧凑型,SUV,305,30.98-34.58万元,24,20230112
2022,9,3,8,605,605,奔驰B级,紧凑型,两厢,302,26.58-28.38万元,24,20230112
2022,9,187,296,3185,3185,领克01 PHEV,紧凑型,SUV,302,19.98-22.78万元,24,20230112
2022,9,34,61,2382,2382,风行SX6,紧凑型,SUV,301,5.99-7.69万元,24,20230112
2022,9,352,487,4512,4512,YOUNG光小新,微型,两厢,300,7.58-9.48万元,24,20230112
2022,9,3,164,4474,4474,奔驰EQA,紧凑型,SUV,294,32.18万元,24,20230112
2022,9,1,2,2267,2267,奥迪Q8,中大型,SUV,293,78.28-114.68万元,24,20230112
2022,9,340,474,4375,4375,小虎FEV,微型,两厢,289,4.09-5.59万元,24,20230112
2022,9,396,530,2574,2574,瑞风M4,中大型,MPV,288,10.58-15.98万元,24,20230112
2022,9,255,381,3608,3608,高合HiPhi X,中大型,SUV,286,57.00-80.00万元,24,20230112
2022,9,112,206,1957,1957,传祺GA6,中型,三厢,282,10.88-16.88万元,24,20230112
2022,9,211,458,4280,4280,思皓QX,紧凑型,SUV,280,10.19-19.69万元,25,20230112
2022,9,276,406,3715,3715,宝骏RS-3,小型,SUV,276,6.98-9.68万元,25,20230112
2022,9,201,318,3434,3434,AION LX,中型,SUV,276,28.66-46.96万元,25,20230112
2022,9,97,93,628,628,MINI COUNTRYMAN,紧凑型,SUV,275,24.98-43.23万元,25,20230112
2022,9,203,320,4730,4730,小鹏汽车G9,中大型,SUV,274,30.99-46.99万元,25,20230112
2022,9,4,120,4957,4957,宝马i3,中型,三厢,273,34.99万元,25,20230112
2022,9,217,335,4355,4355,零跑C01,中大型,三厢,271,19.38-28.68万元,25,20230112
2022,9,22,153,3814,3814,开拓者,中大型,SUV,271,22.99-33.39万元,25,20230112
2022,9,9,76,3022,3022,卡罗拉混动,紧凑型,三厢,265,20.78-23.08万元,25,20230112
2022,9,13,244,3180,3180,沃尔沃S90混动,中大型,三厢,264,49.99-61.39万元,25,20230112
2022,9,192,302,4428,4428,拿铁DHT,紧凑型,SUV,262,17.98-18.98万元,25,20230112
2022,9,125,207,3197,3197,启辰T60,小型,SUV,260,8.68-11.28万元,25,20230112
2022,9,57,182,4870,4870,荣威iMAX8 EV,中大型,MPV,258,25.98-35.98万元,25,20230112
2022,9,1,2,239,239,奥迪A4（进口）,中型,旅行车,256,35.98-44.68万元,25,20230112
2022,9,187,296,4357,4357,领克02 Hatchback,紧凑型,两厢,255,15.08-18.18万元,25,20230112
2022,9,93,36,257,257,林肯领航员,大型,SUV,254,109.80-142.80万元,25,20230112
2022,9,8,58,1380,1380,昂科拉,小型,SUV,254,12.59-15.59万元,25,20230112
2022,9,57,182,4186,4186,荣威ei6 MAX,紧凑型,三厢,253,13.68-18.88万元,25,20230112
2022,9,3,202,2486,2486,AMG GLC,中型,SUV,247,67.08-118.08万元,25,20230112
2022,9,20,101,2559,2559,悦纳,小型,三厢,245,7.28-9.68万元,25,20230112
2022,9,19,183,3783,3783,柯米克GT,小型,SUV,243,11.89-11.99万元,26,20230112
2022,9,1,2,840,840,奥迪A7,中大型,三厢,243,58.58-78.48万元,26,20230112
2022,9,1,69,3002,3002,奥迪A6L混动,中大型,三厢,240,50.80万元,26,20230112
2022,9,137,231,3489,3489,北京X3,小型,SUV,240,5.99-8.79万元,26,20230112
2022,9,13,35,2470,2470,沃尔沃V90,中大型,旅行车,238,39.18-55.69万元,26,20230112
2022,9,221,340,3346,3346,欧拉黑猫,微型,两厢,236,8.48-9.98万元,26,20230112
2022,9,3,164,4734,4734,奔驰EQB,紧凑型,SUV,235,35.18-42.37万元,26,20230112
2022,9,28,55,604,604,悦翔,小型,三厢,234,5.19-6.79万元,26,20230112
2022,9,307,439,4394,4394,凌宝COCO,微型,两厢,233,3.58-3.98万元,26,20230112
2022,9,19,183,1767,1767,速派,中型,掀背,233,16.99-19.49万元,26,20230112
2022,9,211,458,4907,4907,思皓X6,紧凑型,SUV,232,7.99-11.49万元,26,20230112
2022,9,3,164,3504,3504,奔驰EQC,中型,SUV,231,49.19-57.19万元,26,20230112
2022,9,307,439,4656,4656,凌宝uni,微型,两厢,230,3.88-4.78万元,26,20230112
2022,9,10,253,3328,3328,领界,紧凑型,SUV,226,10.98-16.48万元,26,20230112
2022,9,1,456,4548,4548,奥迪Q5 e-tron,中大型,SUV,222,35.65-47.95万元,26,20230112
2022,9,13,35,3035,3035,沃尔沃XC90混动,中大型,SUV,221,89.49万元,26,20230112
2022,9,124,219,4403,4403,上汽MAXUS MIFA 9,中大型,MPV,218,26.99-41.99万元,26,20230112
2022,9,23,57,2557,2557,雪铁龙C6,中型,三厢,217,21.68-27.59万元,26,20230112
2022,9,124,219,4076,4076,上汽MAXUS EUNIQ 5混动,紧凑型,MPV,217,16.58-19.58万元,26,20230112
2022,9,6,4,2342,2342,蔚揽,中型,旅行车,214,26.48-33.88万元,26,20230112
2022,9,28,55,2332,2332,长安CS15,小型,SUV,211,6.19-7.69万元,27,20230112
2022,9,54,74,4567,4567,瑞虎8 Plus鲲鹏e+,中型,SUV,211,15.58-17.18万元,27,20230112
2022,9,211,458,4531,4531,思皓曜,紧凑型,三厢,210,9.88-19.68万元,27,20230112
2022,9,192,302,4320,4320,玛奇朵DHT,紧凑型,SUV,210,15.58-16.98万元,27,20230112
2022,9,6,40,162,162,途安L,紧凑型,MPV,209,15.28-19.58万元,27,20230112
2022,9,90,24,3443,3443,雷克萨斯LM,中大型,MPV,208,116.60-146.60万元,27,20230112
2022,9,189,308,3217,3217,欧尚A600 EV,紧凑型,MPV,208,14.98万元,27,20230112
2022,9,106,269,2149,2149,英菲尼迪QX50,中型,SUV,204,33.38-46.98万元,27,20230112
2022,9,1,2,1454,1454,奥迪S4,中型,三厢,203,48.08-48.88万元,27,20230112
2022,9,57,182,4152,4152,荣威i6 MAX,紧凑型,三厢,202,10.98-12.58万元,27,20230112
2022,9,137,231,4431,4431,北京U5 PLUS,紧凑型,三厢,202,6.99-10.09万元,27,20230112
2022,9,183,303,2849,2849,云度π1,小型,SUV,201,7.48-7.98万元,27,20230112
2022,9,356,491,4613,4613,百智大熊,微型,两厢,200,3.88-5.88万元,27,20230112
2022,9,86,276,2988,2988,大指挥官,中型,SUV,199,23.98-32.98万元,27,20230112
2022,9,188,295,3358,3358,易至EV3,微型,两厢,197,7.98-8.48万元,27,20230112
2022,9,125,207,3824,3824,启辰星,紧凑型,SUV,196,12.66-14.96万元,27,20230112
2022,9,157,264,4393,4393,轩度,紧凑型,三厢,194,6.78-9.39万元,27,20230112
2022,9,134,278,3222,3222,俊风E11K,紧凑型,三厢,193,15.80-16.80万元,27,20230112
2022,9,269,398,3802,3802,VGV U70,中型,SUV,193,7.79-11.89万元,27,20230112
2022,9,3,202,3556,3556,AMG GLB (进口）,紧凑型,SUV,192,44.51-44.98万元,27,20230112
2022,9,77,68,2408,2408,Taycan,中大型,三厢,191,89.80-183.80万元,28,20230112
2022,9,4,1,412,412,宝马Z4,,跑车,188,48.88-63.38万元,28,20230112
2022,9,28,55,3226,3226,长安CS85 COUPE,中型,SUV,186,11.99-16.49万元,28,20230112
2022,9,24,184,3214,3214,名爵HS,紧凑型,SUV,184,10.98-16.98万元,28,20230112
2022,9,24,184,4881,4881,MG MULAN,紧凑型,两厢,184,12.98-18.68万元,28,20230112
2022,9,303,434,4154,4154,枫叶80v,紧凑型,MPV,182,8.98-15.98万元,28,20230112
2022,9,250,376,4324,4324,雷丁芒果,微型,两厢,178,2.98-7.39万元,28,20230112
2022,9,41,7,3691,3691,红旗E-HS9,大型,SUV,176,50.98-77.98万元,28,20230112
2022,9,10,253,2239,2239,途睿欧,中型,MPV,175,18.69-27.58万元,28,20230112
2022,9,78,64,1402,1402,添越,中大型,SUV,173,269.90-313.60万元,28,20230112
2022,9,9,76,3634,3634,RAV4荣放双擎E+,紧凑型,SUV,173,24.88-29.68万元,28,20230112
2022,9,189,308,3280,3280,长行,紧凑型,MPV,168,5.99-6.49万元,28,20230112
2022,9,132,223,4176,4176,长安欧尚科赛Pro,中型,SUV,167,8.59-15.29万元,28,20230112
2022,9,5,134,1571,1571,标致2008,小型,SUV,167,9.97万元,28,20230112
2022,9,32,198,3389,3389,吉利嘉际PHEV,紧凑型,MPV,165,15.18-17.48万元,28,20230112
2022,9,192,302,4314,4314,摩卡DHT-PHEV,中型,SUV,157,29.50-31.50万元,28,20230112
2022,9,10,253,2189,2189,撼路者,中型,SUV,156,27.58-37.48万元,28,20230112
2022,9,77,68,2997,2997,Panamera混动,大型,掀背,153,119.30-250.10万元,28,20230112
2022,9,1,69,3460,3460,奥迪Q2L e-tron,小型,SUV,150,24.38万元,28,20230112
2022,9,3,202,1628,1628,AMG A（进口）,紧凑型,两厢,145,39.57-56.78万元,28,20230112
2022,9,32,198,4497,4497,星越S,紧凑型,SUV,143,13.57-17.17万元,29,20230112
2022,9,20,45,3560,3560,帕里斯帝,中大型,SUV,142,30.08-36.88万元,29,20230112
2022,9,65,127,4919,4919,五菱星驰,紧凑型,SUV,141,5.68-8.68万元,29,20230112
2022,9,94,270,4574,4574,揽胜极光混动,中型,SUV,138,41.58万元,29,20230112
2022,9,78,64,1393,1393,飞驰,大型,三厢,138,273.80-436.00万元,29,20230112
2022,9,28,55,3060,3060,逸动DT,紧凑型,三厢,137,5.79-7.39万元,29,20230112
2022,9,9,22,2160,2160,SIENNA,中大型,MPV,136,45.00-52.00万元,29,20230112
2022,9,124,219,3395,3395,上汽MAXUS G20,中大型,MPV,135,16.58-28.98万元,29,20230112
2022,9,3,202,2065,2065,AMG GT,,跑车,134,98.68-229.88万元,29,20230112
2022,9,124,219,1851,1851,上汽MAXUS G10,中大型,MPV,132,11.78-19.08万元,29,20230112
2022,9,226,347,4138,4138,e爱丽舍,紧凑型,三厢,131,12.98-13.98万元,29,20230112
2022,9,5,134,2795,2795,标致5008,中型,SUV,129,17.87-26.37万元,29,20230112
2022,9,86,91,3913,3913,牧马人4xe,中型,SUV,129,54.49-62.49万元,29,20230112
2022,9,85,70,1798,1798,捷豹F-PACE,中型,SUV,126,46.80-66.80万元,29,20230112
2022,9,57,182,3639,3639,荣威RX5 eMAX,紧凑型,SUV,125,17.18-18.98万元,29,20230112
2022,9,110,200,2151,2151,小康C31,,微卡,122,3.89-4.89万元,29,20230112
2022,9,26,89,4127,4127,比亚迪D1,紧凑型,MPV,121,15.78-16.78万元,29,20230112
2022,9,22,153,3194,3194,沃兰多,紧凑型,两厢,119,13.69-15.99万元,29,20230112
2022,9,187,296,4288,4288,领克05 PHEV,紧凑型,SUV,118,23.17万元,29,20230112
2022,9,9,175,2720,2720,致享,小型,三厢,117,8.78-9.38万元,29,20230112
2022,9,188,465,4291,4291,羿,紧凑型,三厢,117,13.98-19.98万元,30,20230112
2022,9,276,406,3991,3991,宝骏RC-5,紧凑型,三厢,117,5.98-10.98万元,30,20230112
2022,9,208,326,3101,3101,爱驰U5,中型,SUV,116,17.99-19.99万元,30,20230112
2022,9,176,292,4677,4677,蔚来ET5,,三厢,116,32.80-38.60万元,30,20230112
2022,9,34,61,3342,3342,风行M7,中大型,MPV,115,12.69-26.99万元,30,20230112
2022,9,106,269,2081,2081,英菲尼迪Q50L,中型,三厢,114,26.48-38.98万元,30,20230112
2022,9,124,219,3518,3518,上汽MAXUS EUNIQ 5纯电,紧凑型,MPV,113,17.68-20.98万元,30,20230112
2022,9,90,24,2661,2661,雷克萨斯UX纯电,紧凑型,SUV,112,36.20-38.50万元,30,20230112
2022,9,257,383,2746,2746,捷尼赛思G80,中大型,三厢,112,36.28-45.78万元,30,20230112
2022,9,377,511,5050,5050,问界M5 EV,中型,SUV,111,28.86-31.98万元,30,20230112
2022,9,116,211,1986,1986,北京BJ80,中大型,SUV,111,29.49-39.80万元,30,20230112
2022,9,3,8,2124,2124,奔驰GLE级轿跑,中大型,SUV,109,79.58-92.35万元,30,20230112
2022,9,132,223,2949,2949,长安欧尚X70A,紧凑型,SUV,108,5.99-7.49万元,30,20230112
2022,9,82,37,3373,3373,法拉利F8,,跑车,106,305.70-348.80万元,30,20230112
2022,9,235,357,4843,4843,星途追风ET-i,紧凑型,SUV,105,15.28-16.28万元,30,20230112
2022,9,103,44,227,227,傲虎,中型,SUV,105,31.28-33.08万元,30,20230112
2022,9,18,226,1462,1462,劲炫ASX,紧凑型,SUV,100,9.98-13.98万元,30,20230112
2022,9,4,1,411,411,宝马X5（进口）,中大型,SUV,97,69.99-83.99万元,30,20230112
2022,9,66,177,3374,3374,奔腾T99,中大型,SUV,97,13.49-18.69万元,30,20230112
2022,9,15,189,3307,3307,马自达CX-8,中大型,SUV,95,25.88-33.08万元,30,20230112
2022,9,39,88,3142,3142,海马7X,紧凑型,MPV,95,12.58-14.98万元,31,20230112
2022,9,155,262,2119,2119,五十铃mu-X牧游侠,中型,SUV,95,16.68-27.98万元,31,20230112
2022,9,326,461,4196,4196,飞凡MARVEL R,中型,SUV,95,22.98-26.98万元,31,20230112
2022,9,23,57,1999,1999,C3-XR,小型,SUV,94,11.39万元,31,20230112
2022,9,213,331,3580,3580,广汽丰田iA5,紧凑型,三厢,94,15.98-19.28万元,31,20230112
2022,9,189,308,2118,2118,长安之星9,,微面,94,5.18-5.48万元,31,20230112
2022,9,3,202,1726,1726,AMG CLA,紧凑型,三厢,94,43.51-65.68万元,31,20230112
2022,9,4,235,1769,1769,宝马M4,中型,跑车,92,89.39-101.39万元,31,20230112
2022,9,28,55,1694,1694,长安CS95,中大型,SUV,92,17.59-21.39万元,31,20230112
2022,9,12,63,277,277,途乐,大型,SUV,90,79.80-83.80万元,31,20230112
2022,9,9,175,4446,4446,威兰达混动,紧凑型,SUV,90,25.88-29.98万元,31,20230112
2022,9,301,432,4080,4080,远志M1,中型,MPV,89,17.78-32.88万元,31,20230112
2022,9,276,406,4342,4342,宝骏Valli,紧凑型,旅行车,88,7.98-10.58万元,31,20230112
2022,9,137,231,3412,3412,北京EU7,中型,三厢,87,15.99-17.59万元,31,20230112
2022,9,346,480,4488,4488,华晨新日i03A,微型,两厢,87,8.58-12.50万元,31,20230112
2022,9,132,223,4051,4051,长安欧尚科尚EV,中型,MPV,87,16.68万元,31,20230112
2022,9,95,59,1661,1661,Ghibli,中大型,三厢,82,79.58-101.58万元,31,20230112
2022,9,235,357,3141,3141,星途TX,中型,SUV,82,12.99-14.99万元,31,20230112
2022,9,41,7,4287,4287,红旗HQ9,中大型,MPV,82,35.88-53.88万元,31,20230112
2022,9,17,54,2821,2821,焕驰,小型,三厢,81,6.69-7.09万元,31,20230112
2022,9,13,35,1024,1024,沃尔沃V60,中型,旅行车,81,30.43-39.58万元,32,20230112
2022,9,57,182,2989,2989,荣威RX8,中大型,SUV,80,16.88-22.88万元,32,20230112
2022,9,13,244,4336,4336,沃尔沃C40,紧凑型,SUV,79,28.90-33.90万元,32,20230112
2022,9,276,406,1935,1935,宝骏730,紧凑型,MPV,79,6.38-10.28万元,32,20230112
2022,9,94,270,4205,4205,发现运动版PHEV,中型,SUV,78,40.98万元,32,20230112
2022,9,10,25,657,657,Mustang,,跑车,74,36.98-40.18万元,32,20230112
