品牌名称,品牌ID,状态,车系名称,车系ID,年款,车型,车型ID,经销商报价,车主参考价,指导价,dt
smart,48,未上市,smart EQ forfour,2055,2017,Electric Drive,29384,暂无报价,暂无报价,暂无报价,2023/1/5
东风富康,373,在售,富康ES600,5580,2023,换电版,80404,16.38万,暂无报价,16.38万,2023/1/5
东风富康,373,在售,富康ES600,5580,2022,畅行版,72441,15.38万,暂无报价,15.38万,2023/1/5
东风富康,373,在售,富康ES600,5580,2022,智行版,60257,15.38万,12.00万,15.38万,2023/1/5
东风富康,373,在售,富康ES600,5580,2022,T3定制版,72442,15.38万,14.58万,15.38万,2023/1/5
东风富康,373,2023款,富康ES600,5580,2023,换电版,80404,16.38万,暂无报价,16.38万,2023/1/5
东风富康,373,2022款,富康ES600,5580,2022,畅行版,72441,15.38万,暂无报价,15.38万,2023/1/5
东风富康,373,2022款,富康ES600,5580,2022,智行版,60257,15.38万,12.00万,15.38万,2023/1/5
东风富康,373,2022款,富康ES600,5580,2022,T3定制版,72442,15.38万,14.58万,15.38万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,栏板 窄体单排液刹 4.5T-66.8kwh,54847,19.28万,15.00万,19.28万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,货柜 窄体单排液刹 4.5T-66.8kwh,54848,19.98万,暂无报价,19.98万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,栏板 窄体单排液刹 4.5T-89.1kwh,54849,21.28万,暂无报价,21.28万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,货柜 窄体单排液刹 4.5T-89.1kwh,54851,21.98万,暂无报价,21.98万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,仓栅 窄体单排液刹 4.5T-89.1kwh,54850,21.98万,暂无报价,21.98万,2023/1/5
江铃,100,在售,顺达EV,5233,2021,冷藏 窄体单排液刹 4.5T-89.1kwh,54852,31.98万,暂无报价,31.98万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,栏板 窄体单排液刹 4.5T-66.8kwh,54847,19.28万,15.00万,19.28万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,货柜 窄体单排液刹 4.5T-66.8kwh,54848,19.98万,暂无报价,19.98万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,栏板 窄体单排液刹 4.5T-89.1kwh,54849,21.28万,暂无报价,21.28万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,货柜 窄体单排液刹 4.5T-89.1kwh,54851,21.98万,暂无报价,21.98万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,仓栅 窄体单排液刹 4.5T-89.1kwh,54850,21.98万,暂无报价,21.98万,2023/1/5
江铃,100,2021款,顺达EV,5233,2021,冷藏 窄体单排液刹 4.5T-89.1kwh,54852,31.98万,暂无报价,31.98万,2023/1/5
东风,91,在售,御风EV,427,2021,V9E超航版厢货,53689,24.80万,暂无报价,24.80万,2023/1/5
东风,91,在售,御风EV,427,2018,EA100物流车131kWh,32080,24.80万,暂无报价,24.80万,2023/1/5
东风,91,在售,御风EV,427,2018,EA100物流车71kWh,32078,18.80万,暂无报价,18.80万,2023/1/5
东风,91,在售,御风EV,427,2018,EA100物流车95kWh,32079,19.80万,暂无报价,19.80万,2023/1/5
东风,91,在售,御风EV,427,2015,商旅之星豪华版,6757,48.00万,暂无报价,48.00万,2023/1/5
东风,91,2021款,御风EV,427,2021,V9E超航版厢货,53689,24.80万,暂无报价,24.80万,2023/1/5
东风,91,2018款,御风EV,427,2018,EA100物流车131kWh,32080,24.80万,暂无报价,24.80万,2023/1/5
东风,91,2018款,御风EV,427,2018,EA100物流车71kWh,32078,18.80万,暂无报价,18.80万,2023/1/5
东风,91,2018款,御风EV,427,2018,EA100物流车95kWh,32079,19.80万,暂无报价,19.80万,2023/1/5
东风,91,2015款,御风EV,427,2015,商旅之星豪华版,6757,48.00万,暂无报价,48.00万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,清风版多用途货车536KM,72779,29.23万,暂无报价,29.23万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,清风版工程车536KM,72781,29.98万,暂无报价,29.98万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,民族华章版多用途货车536KM,72957,39.36万,暂无报价,39.36万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,盛世版多用途货车536KM,71649,40.56万,暂无报价,40.56万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,民族华章版工程车500KM,73293,40.11万,暂无报价,40.11万,2023/1/5
福田,57,在售,大将军EV皮卡,5808,2022,盛世版多用途货车500KM,72782,41.31万,暂无报价,41.31万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,清风版多用途货车536KM,72779,29.23万,暂无报价,29.23万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,清风版工程车536KM,72781,29.98万,暂无报价,29.98万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,民族华章版多用途货车536KM,72957,39.36万,暂无报价,39.36万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,盛世版多用途货车536KM,71649,40.56万,暂无报价,40.56万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,民族华章版工程车500KM,73293,40.11万,暂无报价,40.11万,2023/1/5
福田,57,2022款,大将军EV皮卡,5808,2022,盛世版多用途货车500KM,72782,41.31万,暂无报价,41.31万,2023/1/5
橙仕,421,在售,橙仕X2,5822,2022,标准型单排栏板,71798,5.98万,暂无报价,5.98万,2023/1/5
橙仕,421,在售,橙仕X2,5822,2022,标准型单排厢式运输车,71797,6.18万,暂无报价,6.18万,2023/1/5
橙仕,421,在售,橙仕X2,5822,2022,标准型双排Mini卡,71796,6.40万,暂无报价,6.40万,2023/1/5
橙仕,421,2022款,橙仕X2,5822,2022,标准型单排栏板,71798,5.98万,暂无报价,5.98万,2023/1/5
橙仕,421,2022款,橙仕X2,5822,2022,标准型单排厢式运输车,71797,6.18万,暂无报价,6.18万,2023/1/5
橙仕,421,2022款,橙仕X2,5822,2022,标准型双排Mini卡,71796,6.40万,暂无报价,6.40万,2023/1/5
大众,1,未上市,大众XL1,2353,2014,XL1,29779,暂无报价,暂无报价,暂无报价,2023/1/5
东风,91,在售,锐骐6 EV,3713,2022,斗式旗舰版,73278,26.98万,暂无报价,26.98万,2023/1/5
东风,91,在售,锐骐6 EV,3713,2022,厢式旗舰版,73279,27.58万,暂无报价,27.58万,2023/1/5
东风,91,2022款,锐骐6 EV,3713,2022,斗式旗舰版,73278,26.98万,暂无报价,26.98万,2023/1/5
东风,91,2022款,锐骐6 EV,3713,2022,厢式旗舰版,73279,27.58万,暂无报价,27.58万,2023/1/5
东风,91,停售,锐骐6 EV,3713,2020,EV,37069,29.98万,暂无报价,29.98万,2023/1/5
国机智骏,266,在售,国机智骏GC2,3410,2021,智尚 450P 两座,49438,6.58万,暂无报价,6.58万,2023/1/5
国机智骏,266,在售,国机智骏GC2,3410,2021,智行 450P 两座,49439,7.58万,暂无报价,7.58万,2023/1/5
国机智骏,266,在售,国机智骏GC2,3410,2021,智行 450P 四座,49442,7.78万,暂无报价,7.78万,2023/1/5
国机智骏,266,在售,国机智骏GC2,3410,2021,智趣 450P 两座,49441,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,在售,国机智骏GC2,3410,2021,智趣 450P 四座,49443,8.18万,暂无报价,8.18万,2023/1/5
国机智骏,266,2021款,国机智骏GC2,3410,2021,智尚 450P 两座,49438,6.58万,暂无报价,6.58万,2023/1/5
国机智骏,266,2021款,国机智骏GC2,3410,2021,智行 450P 两座,49439,7.58万,暂无报价,7.58万,2023/1/5
国机智骏,266,2021款,国机智骏GC2,3410,2021,智行 450P 四座,49442,7.78万,暂无报价,7.78万,2023/1/5
国机智骏,266,2021款,国机智骏GC2,3410,2021,智趣 450P 两座,49441,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,2021款,国机智骏GC2,3410,2021,智趣 450P 四座,49443,8.18万,暂无报价,8.18万,2023/1/5
国机智骏,266,停售,国机智骏GC2,3410,2019,智尚 450P 两座,40341,6.58万,暂无报价,6.58万,2023/1/5
国机智骏,266,停售,国机智骏GC2,3410,2019,智行 450P 两座,40340,7.58万,暂无报价,7.58万,2023/1/5
国机智骏,266,停售,国机智骏GC2,3410,2019,智行 450P 四座,40339,7.78万,暂无报价,7.78万,2023/1/5
国机智骏,266,停售,国机智骏GC2,3410,2019,智趣 450P 两座,40338,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,停售,国机智骏GC2,3410,2019,智趣 450P 四座,36234,8.18万,暂无报价,8.18万,2023/1/5
野马汽车,107,在售,斯派卡EV,4465,2022,标准定制版,54678,14.99万,暂无报价,14.99万,2023/1/5
野马汽车,107,在售,斯派卡EV,4465,2022,尊享版,54679,16.99万,暂无报价,16.99万,2023/1/5
野马汽车,107,2022款,斯派卡EV,4465,2022,标准定制版,54678,14.99万,暂无报价,14.99万,2023/1/5
野马汽车,107,2022款,斯派卡EV,4465,2022,尊享版,54679,16.99万,暂无报价,16.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2022,R350 精英版,53916,10.99万,暂无报价,10.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2022,R350 豪华版,53917,12.99万,暂无报价,12.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2021,R350 精英版,51171,10.99万,暂无报价,10.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2021,R350 豪华版,51173,12.99万,暂无报价,12.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2020,R350 豪华版,45413,12.99万,暂无报价,12.99万,2023/1/5
野马汽车,107,停售,斯派卡EV,4465,2020,R350 精英版,44442,9.99万,暂无报价,9.99万,2023/1/5
东风风光,95,未上市,德先T8,6274,2023,基本型,80152,暂无报价,暂无报价,暂无报价,2023/1/5
华晨新日,413,在售,华晨新日i03A,5407,2022,租赁定制版31.45kWh,73755,11.98万,暂无报价,11.98万,2023/1/5
华晨新日,413,在售,华晨新日i03A,5407,2022,网约定制版31.45kWh,73754,12.50万,暂无报价,12.50万,2023/1/5
华晨新日,413,在售,华晨新日i03A,5407,2021,31.45kWh ,57294,8.58万,暂无报价,8.58万,2023/1/5
华晨新日,413,在售,华晨新日i03A,5407,2021,38.54kWh ,54559,9.38万,暂无报价,9.38万,2023/1/5
华晨新日,413,2022款,华晨新日i03A,5407,2022,租赁定制版31.45kWh,73755,11.98万,暂无报价,11.98万,2023/1/5
华晨新日,413,2022款,华晨新日i03A,5407,2022,网约定制版31.45kWh,73754,12.50万,暂无报价,12.50万,2023/1/5
华晨新日,413,2021款,华晨新日i03A,5407,2021,31.45kWh ,57294,8.58万,暂无报价,8.58万,2023/1/5
华晨新日,413,2021款,华晨新日i03A,5407,2021,38.54kWh ,54559,9.38万,暂无报价,9.38万,2023/1/5
长安凯程,171,在售,睿行EM80,2972,2022,平顶背掀门2座60kW,72741,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,睿行EM80,2972,2022,平顶对开门2座60kW,72742,13.78万,10.30万,13.78万,2023/1/5
长安凯程,171,在售,睿行EM80,2972,2022,平顶背掀门7座60kW,80261,15.98万,暂无报价,15.98万,2023/1/5
长安凯程,171,2022款,睿行EM80,2972,2022,平顶背掀门2座60kW,72741,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2022款,睿行EM80,2972,2022,平顶对开门2座60kW,72742,13.78万,10.30万,13.78万,2023/1/5
长安凯程,171,2022款,睿行EM80,2972,2022,平顶背掀门7座60kW,80261,15.98万,暂无报价,15.98万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2020,平顶背掀门 48.4KWh,44096,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2020,平顶背掀门 41.86KWh,44098,13.58万,13.00万,13.58万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2020,高顶对开门 48.4KWh,44097,13.98万,暂无报价,13.98万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2019,平顶背掀门 48.4KWh,39566,11.80万,暂无报价,11.80万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2019,平顶背掀门 46.25KWh,39568,11.80万,暂无报价,11.80万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2019,高顶对开门 48.4KWh,39567,12.00万,暂无报价,12.00万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2019,高顶对开门 46.25KWh,39569,12.00万,暂无报价,12.00万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2018,平顶背掀门,32072,9.68万,暂无报价,9.68万,2023/1/5
长安凯程,171,停售,睿行EM80,2972,2018,高顶对开门,32073,9.88万,暂无报价,9.88万,2023/1/5
九龙,134,在售,九龙EM3,3090,2020,长续航型 41KWh,41513,10.18万,暂无报价,10.18万,2023/1/5
九龙,134,在售,九龙EM3,3090,2020,基本续航型 27KWh,41512,8.58万,暂无报价,8.58万,2023/1/5
九龙,134,2020款,九龙EM3,3090,2020,长续航型 41KWh,41513,10.18万,暂无报价,10.18万,2023/1/5
九龙,134,2020款,九龙EM3,3090,2020,基本续航型 27KWh,41512,8.58万,暂无报价,8.58万,2023/1/5
小鹏汽车,195,未上市,小鹏BETA版,1776,2017,基本款,25448,暂无报价,暂无报价,暂无报价,2023/1/5
北汽昌河,60,在售,北汽EV5,2858,2019,210KM续航版,41038,10.38万,暂无报价,10.38万,2023/1/5
北汽昌河,60,在售,北汽EV5,2858,2019,270KM续航版,41037,11.38万,暂无报价,11.38万,2023/1/5
北汽昌河,60,2019款,北汽EV5,2858,2019,210KM续航版,41038,10.38万,暂无报价,10.38万,2023/1/5
北汽昌河,60,2019款,北汽EV5,2858,2019,270KM续航版,41037,11.38万,暂无报价,11.38万,2023/1/5
北汽昌河,60,停售,北汽EV5,2858,2018,标准版,30825,10.98万,暂无报价,10.98万,2023/1/5
欧拉,238,未上市,欧拉,2303,2013,基本型,29702,暂无报价,暂无报价,暂无报价,2023/1/5
容大智造,244,在售,迈图,2966,2018,基本版,31879,6.90万,暂无报价,6.90万,2023/1/5
容大智造,244,在售,迈图,2966,2018,城运版,31880,8.90万,暂无报价,8.90万,2023/1/5
容大智造,244,2018款,迈图,2966,2018,基本版,31879,6.90万,暂无报价,6.90万,2023/1/5
容大智造,244,2018款,迈图,2966,2018,城运版,31880,8.90万,暂无报价,8.90万,2023/1/5
奔驰,3,未上市,Vision Tokyo,2173,2016,concept,29520,暂无报价,暂无报价,暂无报价,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2022,纯电动客车7座60kW,60087,13.88万,暂无报价,13.88万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2022,创富版 纯电动厢式运输车2座35.9kWh,75888,14.58万,暂无报价,14.58万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2021,纯电动厢式运输车2座70kW,55231,13.48万,暂无报价,13.48万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2021,纯电动厢式运输车5座70kW,55232,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2021,纯电动厢式运输车2座60kW,55229,13.48万,暂无报价,13.48万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2021,纯电动厢式运输车5座60kW,55230,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,长安之星9 EV,3022,2021,纯电动厢式运输车2座55kW,55228,13.18万,暂无报价,13.18万,2023/1/5
长安凯程,171,2022款,长安之星9 EV,3022,2022,纯电动客车7座60kW,60087,13.88万,暂无报价,13.88万,2023/1/5
长安凯程,171,2022款,长安之星9 EV,3022,2022,创富版 纯电动厢式运输车2座35.9kWh,75888,14.58万,暂无报价,14.58万,2023/1/5
长安凯程,171,2021款,长安之星9 EV,3022,2021,纯电动厢式运输车2座70kW,55231,13.48万,暂无报价,13.48万,2023/1/5
长安凯程,171,2021款,长安之星9 EV,3022,2021,纯电动厢式运输车5座70kW,55232,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2021款,长安之星9 EV,3022,2021,纯电动厢式运输车2座60kW,55229,13.48万,暂无报价,13.48万,2023/1/5
长安凯程,171,2021款,长安之星9 EV,3022,2021,纯电动厢式运输车5座60kW,55230,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2021款,长安之星9 EV,3022,2021,纯电动厢式运输车2座55kW,55228,13.18万,暂无报价,13.18万,2023/1/5
长安凯程,171,停售,长安之星9 EV,3022,2021,纯电动多用途乘用车7座55kW,52600,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,停售,长安之星9 EV,3022,2019,EV260厢式运输车标准型,41542,13.18万,13.00万,13.18万,2023/1/5
长安凯程,171,停售,长安之星9 EV,3022,2019,EV310厢式运输车标准型,41543,13.98万,暂无报价,13.98万,2023/1/5
长安凯程,171,停售,长安之星9 EV,3022,2018,客车,32957,15.28万,暂无报价,15.28万,2023/1/5
长安凯程,171,停售,长安之星9 EV,3022,2018,货车,32956,15.60万,暂无报价,15.60万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴低顶2座宁德时代41.86kWh,77908,16.18万,暂无报价,16.18万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴高顶2座宁德时代41.86kWh,77907,16.28万,暂无报价,16.28万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴低顶5座宁德时代41.68kWh,77912,16.38万,暂无报价,16.38万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴高顶5座宁德时代41.68kWh,77911,16.48万,暂无报价,16.48万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴低顶2座宁德时代50.23kWh,56769,17.18万,暂无报价,17.18万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴高顶2座宁德时代50.23kWh,56768,17.28万,暂无报价,17.28万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴低顶5座宁德时代50.23kWh,77910,17.38万,暂无报价,17.38万,2023/1/5
福田,57,在售,风景G7新能源,5247,2022,厢式运输车长轴高顶5座宁德时代50.23kWh,77909,17.48万,暂无报价,17.48万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴低顶2座宁德时代41.86kWh,77908,16.18万,暂无报价,16.18万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴高顶2座宁德时代41.86kWh,77907,16.28万,暂无报价,16.28万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴低顶5座宁德时代41.68kWh,77912,16.38万,暂无报价,16.38万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴高顶5座宁德时代41.68kWh,77911,16.48万,暂无报价,16.48万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴低顶2座宁德时代50.23kWh,56769,17.18万,暂无报价,17.18万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴高顶2座宁德时代50.23kWh,56768,17.28万,暂无报价,17.28万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴低顶5座宁德时代50.23kWh,77910,17.38万,暂无报价,17.38万,2023/1/5
福田,57,2022款,风景G7新能源,5247,2022,厢式运输车长轴高顶5座宁德时代50.23kWh,77909,17.48万,暂无报价,17.48万,2023/1/5
名爵,34,未上市,名爵E-motion,2232,2017,Concept,29579,暂无报价,暂无报价,暂无报价,2023/1/5
东风风光,95,在售,风光E380,6230,2022,实用型,79419,14.48万,暂无报价,14.48万,2023/1/5
东风风光,95,在售,风光E380,6230,2022,舒适型,79794,14.98万,暂无报价,14.98万,2023/1/5
东风风光,95,在售,风光E380,6230,2022,豪华智慧型,79795,15.98万,暂无报价,15.98万,2023/1/5
东风风光,95,2022款,风光E380,6230,2022,实用型,79419,14.48万,暂无报价,14.48万,2023/1/5
东风风光,95,2022款,风光E380,6230,2022,舒适型,79794,14.98万,暂无报价,14.98万,2023/1/5
东风风光,95,2022款,风光E380,6230,2022,豪华智慧型,79795,15.98万,暂无报价,15.98万,2023/1/5
敏安汽车,356,在售,敏微ET1,6093,2022,畅享版,76894,3.98万,暂无报价,3.98万,2023/1/5
敏安汽车,356,2022款,敏微ET1,6093,2022,畅享版,76894,3.98万,暂无报价,3.98万,2023/1/5
国机智骏,266,在售,国机智骏GC1,3409,2021,智享 390,49437,7.38万,暂无报价,7.38万,2023/1/5
国机智骏,266,在售,国机智骏GC1,3409,2021,智乐 410P,49434,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,在售,国机智骏GC1,3409,2021,智享 410P,49435,8.38万,暂无报价,8.38万,2023/1/5
国机智骏,266,2021款,国机智骏GC1,3409,2021,智享 390,49437,7.38万,暂无报价,7.38万,2023/1/5
国机智骏,266,2021款,国机智骏GC1,3409,2021,智乐 410P,49434,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,2021款,国机智骏GC1,3409,2021,智享 410P,49435,8.38万,暂无报价,8.38万,2023/1/5
国机智骏,266,停售,国机智骏GC1,3409,2019,智酷 410P,40337,6.88万,暂无报价,6.88万,2023/1/5
国机智骏,266,停售,国机智骏GC1,3409,2019,智乐 410P,40336,7.98万,暂无报价,7.98万,2023/1/5
国机智骏,266,停售,国机智骏GC1,3409,2019,智享 410P,36250,8.38万,暂无报价,8.38万,2023/1/5
江铃,100,在售,E路顺,6180,2022,E630 厢货基础款 41.86kWh,78668,14.66万,暂无报价,14.66万,2023/1/5
江铃,100,在售,E路顺,6180,2022,E630 厢货精装款 41.86kWh,79920,16.08万,暂无报价,16.08万,2023/1/5
江铃,100,2022款,E路顺,6180,2022,E630 厢货基础款 41.86kWh,78668,14.66万,暂无报价,14.66万,2023/1/5
江铃,100,2022款,E路顺,6180,2022,E630 厢货精装款 41.86kWh,79920,16.08万,暂无报价,16.08万,2023/1/5
五十铃,106,在售,瑞迈EV,3140,2022,厢式豪华款,73378,29.98万,暂无报价,29.98万,2023/1/5
五十铃,106,2022款,瑞迈EV,3140,2022,厢式豪华款,73378,29.98万,暂无报价,29.98万,2023/1/5
五十铃,106,停售,瑞迈EV,3140,2020,EV,34579,暂无报价,暂无报价,暂无报价,2023/1/5
远程汽车,308,在售,远程E5,3766,2022,E5L 纯电动厢式运输车国轩38.7kWh,72156,13.36万,11.70万,13.36万,2023/1/5
远程汽车,308,在售,远程E5,3766,2022,E5L 纯电动厢式运输车宁德41.86kWh,72155,14.26万,暂无报价,14.26万,2023/1/5
远程汽车,308,2022款,远程E5,3766,2022,E5L 纯电动厢式运输车国轩38.7kWh,72156,13.36万,11.70万,13.36万,2023/1/5
远程汽车,308,2022款,远程E5,3766,2022,E5L 纯电动厢式运输车宁德41.86kWh,72155,14.26万,暂无报价,14.26万,2023/1/5
远程汽车,308,停售,远程E5,3766,2019,封闭式货车,38994,11.16万,暂无报价,11.16万,2023/1/5
远程汽车,308,停售,远程E5,3766,2019,E5L 纯电动厢式运输车国轩39.9kWh,42717,11.96万,暂无报价,11.96万,2023/1/5
远程汽车,308,停售,远程E5,3766,2019,E5L 纯电动厢式运输车宁德41.86kWh,42718,12.56万,暂无报价,12.56万,2023/1/5
长安凯程,171,在售,睿行EM60,4205,2022,纯电动厢式运输车平顶背掀门2座70kW,60090,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,睿行EM60,4205,2022,纯电动厢式运输车平顶对开门2座70kW,60091,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,睿行EM60,4205,2022,纯电动厢式运输车平顶背掀门2座60kW,60088,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,在售,睿行EM60,4205,2022,纯电动厢式运输车平顶对开门2座60kW,60089,13.58万,9.20万,13.58万,2023/1/5
长安凯程,171,在售,睿行EM60,4205,2022,纯电动客车平顶背掀门7座60kW,72740,14.08万,9.80万,14.08万,2023/1/5
长安凯程,171,2022款,睿行EM60,4205,2022,纯电动厢式运输车平顶背掀门2座70kW,60090,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2022款,睿行EM60,4205,2022,纯电动厢式运输车平顶对开门2座70kW,60091,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2022款,睿行EM60,4205,2022,纯电动厢式运输车平顶背掀门2座60kW,60088,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,2022款,睿行EM60,4205,2022,纯电动厢式运输车平顶对开门2座60kW,60089,13.58万,9.20万,13.58万,2023/1/5
长安凯程,171,2022款,睿行EM60,4205,2022,纯电动客车平顶背掀门7座60kW,72740,14.08万,9.80万,14.08万,2023/1/5
长安凯程,171,停售,睿行EM60,4205,2021,低功率版EV厢式运输车,52607,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,停售,睿行EM60,4205,2021,高功率版EV厢式运输车,52608,13.58万,暂无报价,13.58万,2023/1/5
长安凯程,171,停售,睿行EM60,4205,2019,纯电动厢式运输车平顶背掀门,41477,12.28万,暂无报价,12.28万,2023/1/5
睿蓝汽车,381,在售,枫叶80v PRO,6178,2022,舒享型标准续航版,75550,16.28万,暂无报价,16.28万,2023/1/5
睿蓝汽车,381,在售,枫叶80v PRO,6178,2022,舒享型长续航版,75551,17.88万,暂无报价,17.88万,2023/1/5
睿蓝汽车,381,2022款,枫叶80v PRO,6178,2022,舒享型标准续航版,75550,16.28万,暂无报价,16.28万,2023/1/5
睿蓝汽车,381,2022款,枫叶80v PRO,6178,2022,舒享型长续航版,75551,17.88万,暂无报价,17.88万,2023/1/5
奥迪,2,未上市,奥迪PB18,2994,2018,e-tron,32523,暂无报价,暂无报价,暂无报价,2023/1/5
开瑞,139,在售,优优EV,2257,2021,舒适型SQR5037,51592,13.08万,暂无报价,13.08万,2023/1/5
开瑞,139,在售,优优EV,2257,2021,舒适型SQR5039,54673,13.08万,暂无报价,13.08万,2023/1/5
开瑞,139,2021款,优优EV,2257,2021,舒适型SQR5037,51592,13.08万,暂无报价,13.08万,2023/1/5
开瑞,139,2021款,优优EV,2257,2021,舒适型SQR5039,54673,13.08万,暂无报价,13.08万,2023/1/5
开瑞,139,停售,优优EV,2257,2021,舒适型SQR5034,51590,10.88万,暂无报价,10.88万,2023/1/5
开瑞,139,停售,优优EV,2257,2021,舒适型SQR5033,54671,10.98万,暂无报价,10.98万,2023/1/5
开瑞,139,停售,优优EV,2257,2021,舒适型SQR5032,51589,11.88万,暂无报价,11.88万,2023/1/5
开瑞,139,停售,优优EV,2257,2021,舒适型SQR5036,51591,12.28万,暂无报价,12.28万,2023/1/5
开瑞,139,停售,优优EV,2257,2020,舒适型SQR5037,50015,8.98万,暂无报价,8.98万,2023/1/5
开瑞,139,停售,优优EV,2257,2020,舒适型SQR5034,50016,9.08万,暂无报价,9.08万,2023/1/5
开瑞,139,停售,优优EV,2257,2020,舒适型SQR5036,50017,9.18万,暂无报价,9.18万,2023/1/5
开瑞,139,停售,优优EV,2257,2019,舒适型SQR5032,41708,10.98万,暂无报价,10.98万,2023/1/5
开瑞,139,停售,优优EV,2257,2019,舒适I型,41709,11.08万,暂无报价,11.08万,2023/1/5
开瑞,139,停售,优优EV,2257,2019,舒适型SQR5021,41890,11.08万,暂无报价,11.08万,2023/1/5
开瑞,139,停售,优优EV,2257,2019,改款 舒适型SQR5032,50014,8.98万,暂无报价,8.98万,2023/1/5
开瑞,139,停售,优优EV,2257,2018,34KWh标准型,31124,14.88万,14.00万,14.88万,2023/1/5
开瑞,139,停售,优优EV,2257,2018,40KWh标准型,31123,17.10万,17.00万,17.10万,2023/1/5
安凯客车,115,在售,安凯Q5,6028,2022,9座,75857,33.60万,暂无报价,33.60万,2023/1/5
